"මන්නාරම","31","23","95","75","ප්‍රධාන වශයයන් වැසි රහිත",""
"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன் (%)","","",""
"நகரம்","","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த","",""
"அனுராதபுரம்","32","23","95","65","பிரதானமாக சீரான வானிலை",""
"மட்டக்களப்பு","29","24","90","80","பிரதானமாக சீரான வானிலை",""
"வகாழும்பு","33","23","90","65","பிரதானமாக சீரான வானிலை",""
"","","","","","","பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்"
"காலி","30","24","90","80","",""
"","","","","","சாத்தியம்",""
"யாழ்ப்பாணம்","31","22","95","75","பிரதானமாக சீரான வானிலை",""
"கண்டி","31","18","90","65","பிரதானமாக சீரான வானிலை",""
"நுவவரலியா","21","10","85","70","பிரதானமாக சீரான வானிலை",""
"","","","","","","பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்"
"இரத்தினபுரி","34","22","95","65","",""
"","","","","","சாத்தியம்",""
"திருககாணமலை","29","24","90","80","பிரதானமாக சீரான வானிலை",""
"மன்னார்","31","23","95","75","பிரதானமாக சீரான வானிலை",""
