"","","","","","","","","","","","","","Small, Medium,","","","",""
"","","","","","","","","","","People","","","","","","Families",""
"","","","","","","","","","","","","y","","critical","Location","",""
"","","","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","","","Damages","Infrastructure","s","",""
"","","","","","2019.03.18","13","58","","","","","13","","","1","2","13 Pettigala"
"","","රත්නපුර","","","","","","","","","","","","","","",""
"","","","","","2019.04.26","30","109","","","","","30","","","1","23","80 pettigala ground"
"","1",",uj;jpdGhp","Balangoda","Landslide Risk","","","","","","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","","Heyaswatte Tamil"
"","","","","","2019.04.26","9","34","","","","","","","","1","9","34"
"","","","","","","","","","","","","","","","","","School- Kolonne"
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","52","201","0","0","0","0","43","0","0","3","34","127"
"","","","","Fire","2019.05.31","1","4","","","","","","","","","",""
"","","","","Drought","2019.04.15","50","155","","","","","","","","","",""
"","","","Kegalle","","","","","","","","","","","","","",""
"","","","","","2019.06.03","1","8","","","","","1","","","","",""
"","","","","Tree Fallen","","","","","","","","","","","","",""
"","","","","","2019.06.04","1","4","","","","","1","","","","",""
"සබරගමුල ප඼෈ත","","","Deraniyagala","Rock Fallen","2019.06.01","3","9","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"","","ක්ගල්඼","","Heavy Rain","","1","5","","","","","1","","","","",""
"Sabaragamuwa","","","Ruwanwelle","","2019.06.03/04","","","","","","","","","","","",""
"","2","Nffhiy","","","","","","","","","","","","","","",""
"","","","","Lightning","","2","10","","","","","","","","","",""
"","","Kegalle","","","","","","","","","","","","","","",""
"","","","","Lightning","","1","2","","","","","1","","","","",""
"","","","Mawanelle","","","","","","","","","","","","","",""
"","","","","Tree Fallen","","1","3","","","","","1","","","","",""
"","","","Dehiovita","Lightning","2019.06.04","1","4","","","","","1","","","","",""
"","","","","Heavy Rain","","3","12","","","","","3","","","","",""
"","","","Yatiyantota","","","","","","","","","","","","","",""
"","","","","Lightning","","1","4","","","","","1","","","","",""
"","","","Bulathkohupitiya","High Wind","2019.06.02","3","10","","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","69","230","0","0","0","0","13","0","0","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","121","431","0","0","0","0","56","0","0","3","34","127"
"","","","Arachchikattuwa","","2019.01.24","1268","4539","","","","","","","","","",""
"","","","Mundalama","","","2041","7404","","","","","","","","","",""
"","","","","","2019.01.24","","","","","","","","","","","",""
"","","","Pallama","Drought","","1823","6173","","","","","","","","","",""
"","","පුත්ත඼ම","","","","","","","","","","","","","","",""
"","","","Mahawewa","","","2164","8238","","","","","","","","","",""
"","3","Gj;jsk","","","2019.01.24","","","","","","","","","","","",""
"","","Puttalam","Naththandiya","","","979","3211","","","","","","","","","",""
"","","","Nawagaththegama","","2019.01.24","148","392","","","","","","","","","",""
"","","","Wanathavilluwa","Drought","","400","1368","","","","","","","","","",""
"","","","","","2019.01.24","","","","","","","","","","","",""
"","","","Karuwalagaswewa","","","1137","3348","","","","","","","","","",""
"ලයඹ ප඼෈ත","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","9960","34673","0","0","0","0","0","0","0","0","0","0"
"tlNky;","","","","","","","","","","","","","","","","",""
"","","","Ambanpola","","2019.04.03","541","1613","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"","","","Galgamuwa","","2019.04.11","290","1315","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","",""
"","","","Udubaddawa","","2019.05.08","288","991","","","","","","","","","",""
"","","","Kotawehera","","2019.05","994","3025","","","","","","","","","",""
"","","කුරුණ්ග඼","","","","","","","","","","","","","","",""
"","","","Polpithigama","Drought","2019.05 සිට","2657","8900","","","","","","","","","",""
"","4","FUdhfy;","","","","","","","","","","","","","","",""
"","","","Maaspotha","","2019.04 සිට","59","214","","","","","","","","","",""
"","","Kurunegala","","","","","","","","","","","","","","",""
"","","","Weerambugedara","","2019.05 සිට","135","515","","","","","","","","","",""
"","","","Giribawa","","2019.5.28","544","1373","","","","","","","","","",""
"","","","Kuliyapitiya - East","","2019.05.15","293","1263","","","","","","","","","",""
"","","","Ibbagamuwa","Lightning","2019.05.23","1","5","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","5802","19214","0","0","0","0","1","0","0","0","0","0"
