"Province","Disaster","Date of","","","Deaths","","","","පූර්ණ","","ස්ත්‍
රථාන சிறிய,","","","","","","","Remarks"
"","","","පවුේ","","","","","NdhH","","හානි","","","වලට වූ හානි","ස්ත්‍ංඛ්‍යාව","","","",""
"","ප්‍රා.ලේ. ලකා","","","පුද්ගලයින්","","","","","","","நடுத்தர,","","","","","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","දිස්ත්‍රික්කය","commenced","","","","Injured","","","හානි","gFjpa","","","mbg;gilf;","vz;zpf;i","","","",""
"","","","ස්ත්‍ංඛ්‍යාව","","","","","Missin","","","நிறுவனங்களின்","","","","","","",""
"","gpuNjr nra.gp","","","egHfs;","","","","","","","","","","","","FLk;gq;","egHfs;",""
"","மாவட்டம் District","","FLk;gq;fs;","","","","","","KOik","sT","","","fl;likg;Gf;fs;","f   No.","","","",""
"","DS Division","","","People","","","","g","","","சேதங்கள்; Small,","","","","","fs;","Persons",""
"","","","Families","","","People","","","Fully","Partiall","","","Damages to","of Safety","","","",""
"","","","","","","","","People","","","Medium,","","","","","Families","",""
"","","","","","","","","","y","","","","critical","Location","","","",""
"","","","","","","","","","","","Enterprises","","","","","","",""
"","","","","","","","","","","","","","Infrastructure","s","","","",""
"","","","","","","","","","","","Damages","","","","","","",""
"","High Wind","2019.03.18","20","74","","","","","20","","","","","","","","",""
"","Deraniyagala","","","","","","","","","","","","","","","","",""
"","","","12","52","","","","","","","","","","","","","",""
"","Drought","2019.01.24","","","","","","","","","","","","","","","",""
"","Galigamuwa","","145","567","","","","","","","","","","","","","",""
"","Kegalle
Drought","2019.01.16","26","60","","","","","","","","","","","","","",""
"","Aranayake
High Wind","2019.03.15","1","1","","","","","","1","","","","","","","",""
"","කෑගේල","","","","","","","","","","","","","","","","",""
"","1
Nffhiy","","","","","","","","","","","","","","","","",""
"සබරගමුව පලාත","Dehiovita
High Wind","","5","18","","","","","","5","","","","","","","",""
"","Kegalle","2019.03.18","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"","High Wind","","3","10","","","","","","3","","","","","","","",""
"Sabaragamuwa","Bulathkohupitiya","","","","","","","","","","","","","","","","",""
"","","","97","382","","","","","","","","","","","","","",""
"","Drought","2019.01.22","","","","","","","","","","","","","","","",""
"","","","92","458","","","","","","","","","","","","","",""
"","Ruwanwella","","","","","","","","","","","","","","","","",""
"","High Wind","","4","15","","","","","","4","","","","","","","",""
"","","2019.03.18","","","","","","","","","","","","","","","",""
"","Yatiyantota
High Wind","","12","52","","","","","","12","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","417","1689","0","","0","0","0","45","","0","0","","0","","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","417","1689","0","","0","0","0","45","","0","0","","0","","0","0"
"","Dankotuwa","","13","52","","","","","","","","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","","","",""
"වයඹ පලාත","2
Gj;jsk ;   
Arachchikattuwa
Drought","2019.01.24","463","1638","","","","","","","","","","","","","",""
"tlNky;","Puttalam","","","","","","","","","","","","","","","","",""
"","Mundalama","","2041","7404","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","2517","9094","0","","0","0","0","0","","0","0","","0","","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","2517","9094","0","","0","0","0","0","","0","0","","0","","0","0"
"","වව්නියාව","","","","","","","","","","","","","","","","",""
