"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","22","68","0","0","0","0","21","0","0","0","0",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","23","71","0","0","0","0","22","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","238","879","4","6","0","4","186","2","0","1","71","242"
"","","","ආපදා කළමනාකරණ මධයසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…............................................","","","","","","","","",""
"","","","J.M.A.R.Jayarathna","","","","","","","","",""
"","","","Dupety Director/ Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
