"","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","156","661","0","0","0","0","129","1","0","0","0","0"
"","","Rathnapura","","","17","68","","","","","16","","","","",""
"සබරගමුල ප඼෈ත","","Niwithigala","","","","","","","","","","","","","",""
"","","","","","10","37","","1","","","10","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","Elapatha","","","5","17","","","","","5","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","රත්නපුර","Ayagama","","","7","27","","","","","7","","","","",""
"","","","Heavy  rain &","","","","","","","","","","","","",""
"2",",uj;jpdGhp","Eheliyagoda","","2019.08.08","51","162","","2","","3","48","","","","",""
"","","","High wind","","","","","","","","","","","","",""
"","Rathnapura","Imbulpe","","","2","7","","","","","2","","","","",""
"","","Kiriella","","","9","34","","","","","8","","","","",""
"","","Kuruwita","","","27","108","","","","","27","","","","",""
"","","Balangoda","","","2","8","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","130","468","0","3","0","3","125","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","286","1129","0","3","0","3","254","1","0","0","0","0"
"","මඩක඼පුල","","","","","","","","","","","","","","",""
"3","kl;lf;fsg;G","Eravur Town","High Wind","2019.08.08","2","7","","","","","1","1","","","",""
"","Batticaloa","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","2","7","0","0","0","0","1","1","0","0","0","0"
"","","Thambalagamuwa","","","7","20","","","","","7","","1","","",""
"","","Muthur","","","1","3","","","","","1","","","","",""
"න෉ගගනහිර ප඼෈ත","","","","","","","","","","","","","","","",""
"","ත්‍රීකුණ෈ම඼ය","","","","","","","","","","","","","","",""
"fpof;F","","","","","22","65","","","","","22","","1","","",""
"4","jp.kiy","","High Wind","2019.08.07/08","","","","","","","","","","","",""
"Eastern","","","","","","","","","","","","","","","",""
"","Trincomalee","Gomarankadawale","","","1","3","","","","","1","","","","",""
"","","kinniya","","","5","14","","","","","5","","","","",""
"","","Verugal","","","1","5","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","37","110","0","0","0","0","37","0","2","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","39","117","0","0","0","0","38","1","2","0","0","0"
"","","Verugalachekulam","","","4","14","","","","","4","","","","",""
"","ලව්නිය෈ල","","","2019.08.07","","","","","","","","","","","",""
"","","","","","2","4","","","","","2","","","","",""
"5","tTdpah","Vavuniya North","High Wind","","","","","","","","","","","","",""
"","","","","","1","4","","","","","1","","","","",""
"","Vavuniya","","","2019.08.08","","","","","","","","","","","",""
"","","Vavuniya","","","1","4","","","","","1","","","","",""
"උතුරු ප඼෈ත","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","8","26","0","0","0","0","8","0","0","0","0","0"
"tl khfhzk;","","","","","","","","","","","","","","","",""
"","මු඼තිව්","","","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","",""
"6","Ky;iyj;jPT","Puthukkudiyiruppu","High Wind","2019.08.07","1","7","","","","","1","","","","",""
"","Mulaitivu","","","","","","","","","","","","","","",""
