"","fk;g`h      
1","Diwulapitiya","Drought","","2487","7461","","","","","","","","","","","","","","being distributed for"
"Western","","","","2024.04.08","","","","","","","","","","","","","","","","drought areas"
"","Gampaha","","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","","","","",""
"බස් ොහිර පලොත","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","2487","7461","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","2487","7461","0","0","0","","0","0","","0","0","","0","0","0",""
"","","Warakapola","","2024.03.11","56","271","","","","","","","","","","","","","",""
"","","Ruwanwella","","2024.03.11","110","550","","","","","","","","","","","","","",""
"","","Yatiyanthota","","2024.03.14","80","289","","","","","","","","","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","","","","","Drinking water is"
"","Nffhiy     
2","Dareniyagala","Drought","2024.03.17","95","394","","","","","","","","","","","","","","being distributed for"
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","drought areas"
"","Kegalle","","","","","","","","","","","","","","","","","","",""
"rg;ufKt","","Dehiovita","","2024.03.19","160","672","","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","",""
"","","Galigamuwa","","2024.04.29","65","246","","","","","","","","","","","","","",""
"","","Kegalle","","2024.03.15","80","280","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","646","2702","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","646","2702","0","0","0","","0","0","","0","0","","0","0","0",""
"","බදුල්ල","","","","","","","","","","","","","","","","","","","Drinking water is"
"","3
gJs;is","Hali Ela","Drought","2024.03.31","50","190","","","","","","","","","","","","","","being distributed for"
"ඌෙ","","","","","","","","","","","","","","","","","","","","drought areas"
"","Badulla","","","","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","","","","","",""
"Uva","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","50","190","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","50","190","0","0","0","","0","0","","0","0","","0","0","0",""
"","කිලින ොච්චිය","","","","","","","","","","","","","","","","","","","Drinking water is"
"","4
fpspnehr;rp","Karachchi","Drought","2024.04.17","432","946","","","","","","","","","","","","","","being distributed for"
"උතුරු පලොත","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","drought areas"
"","Killinochchi","","","","","","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","","","","",""
"Northen","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","432","946","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","432","946","0","0","0","","0","0","","0","0","","0","0","0",""
"","ත්‍රීකුණොමලය","","","","","","","","","","","","","","","","","","",""
"ැනග හිර පලොත","5
jp.kiy","Muthur","Drought","2024.04.22","464","1334","","","","","","","","","","","","","",""
"","Trincomalee","","","","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","","","",""
"Eastern","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","464","1334","0","0","0","","0","0","","0","0","","0","0","0",""
"","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","464","1334","0","0","0","","0","0","","0","0","","0","0","0",""
"","ගොල්ල             fhyp","","","","","","","","","","","","","","","","","","",""
"දකුනු පලොත","6","Karandeniya","Cutting Failure","2024.04.30","1","2","1","","","","","1","","","","","","","",""
"","Galle","","","","","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","","","","","",""
