"දිසේික් එකතුව/khtl;l $l;Lj;njhif/District Total","1902","5840","0","0","0","0","0","0","0","0","0"
"පළාත්ත ඵකතුව/ khfhz $l;Lj;njhif/Province Total","1902","5840","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","2295","12308","0","0","0","0","0","0","0","0","0"
"","","","ආපදා කළමනාකරණ මධ්‍යසේථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","දිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","ෆැක්සේ/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","විදුත්ත තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","හවේ අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","….....................................","","","","","","","",""
"","","","Shan Pathirana","","","","","","","",""
"","","","Deputy Director / Duty Officer","","","","","","","",""
"","","","For Director General","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","",""
