"","","","","","","","","","","","","","","","","","Safe location Udarelle"
"","","","Nuwaraeliya","","2018.05.21/31","155","719","","","","6","79","","","1","3","17"
"","","","","","","","","","","","","","","","","","Line Houses"
"","","","Ambagamuwa","","2018.05.21/29","111","476","","","","","26","","","","",""
"","","","","නායයෑම් අවදානම","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Safe Location -"
"","","නුවරඑලිය/Etnuyp","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Uidakotasa Community"
"","5","ah/ Nuwara","","kz;rhpT/","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Hall / Ramboda Hindu"
"","","Eliya/ /","Kotmale","Landslide Risk","","204","739","","","","1","43","","","4","149","478"
"","","","","","","","","","","","","","","","","","School / Masswela"
"","","","","","2018.05. 21/29","","","","","","","","","","","",""
"","","","","Cutting Failure","","","","","","","","","","","","","Gemunu Maha Vidyalaya /"
"","","","","","","","","","","","","","","","","","Dakunumeda kubura hall"
"","","","","","","","","","","","","","","","","","One person deid due to"
"","","","Walapnae","","","76","306","1","","","1","57","","","","",""
"","","","","","","","","","","","","","","","","","Drowning"
"","","","Haguranketha","","2018.05.21/29","40","173","","","","","40","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","586","2413","1","0","0","8","245","0","0","5","152","495"
"මධ්‍යම","","","","","","","","","","","","","","","","",""
"","","","Ukuwela","","","6","25","","","","","6","","","","",""
"පලාත/","","","","","","","","","","","","","","","","",""
"kj;jpa","","","Abangagakorale","","","17","63","","","","","17","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","","Yatawatta","","","3","15","","","","","3","","","","",""
"Central","","","","","","","","","","","","","","","","",""
"","","","Rattota","","","8","26","","","","","8","","","","",""
"","","","Dambulla","","","4","14","","","","","3","","","","",""
"","","","","දැඩි වර්ෂාව","","","","","","","","","","","","",""
"","","මාතලේ","","","","","","","","","","","","","","",""
"","6","","Naula","fLk; kio Heavy","2018.05.21","6","28","","","","","6","","","","",""
"","","khj;jis Matale","","","","","","","","","","","","","","",""
"","","","","Rain","","","","","","","","","","","","",""
"","","","Wilgamuwa","","","8","30","","","","","8","","","","",""
"","","","Pallepola","","","6","20","","","","","6","","","","",""
"","","","Galewala","","","7","20","","","","","5","1","","","",""
"","","","Matale","","","3","12","","","","","3","","","","",""
"","","","Luggala Pallegama","","","4","16","","","","","4","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","72","269","0","0","0","0","69","1","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","1099","4595","1","7","0","15","501","3","1","6","161","540"
"","","","Ella","","","1","5","","","","","1","","","","",""
"","","","Haliela","","","18","56","","","","","18","","","","",""
"","","","Pasara","","","5","12","","","","","5","","","","",""
"","","","","","","","","","","","","","","","","","one person deid due"
"","","","Welimada","දැඩි වර්ෂාව","","111","422","1","3","","","105","1","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"","","","","fLk; kio Heavy","","","","","","","","","","","","",""
"","","බදුේල","Haldamulla","Rain / දැඩි සුලග","2018.05.20 /","24","91","","","","","24","","","","",""
"","7","","","","","","","","","","","","","","","",""
"","","gJs;is Badulla","","fLk; fhw;W  High","2018.05.30","","","","","","","","","","","",""
"","","","Bandarawela","","","15","63","","1","","","15","","","","",""
"","","","","Wind / අකුණුගැසීම","","","","","","","","","","","","",""
"","","","Uwa Paranagama","","","101","412","","","","","97","","","","",""
"","","","","kpd;dy;/ Lightning","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","one person deid due"
"","","","Badulla","","","6","20","1","","","","6","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"","","","","","","","","","","","","","","","","","Two persons deid due"
"","","","Soranatota","","","7","24","2","","","","7","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"ඌව/Cth","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","288","1105","4","4","0","0","278","1","0","0","0","0"
"khfhzk;/","","","","","","","","","","","","","","","","",""
"","","","","දැඩි වර්ෂාව","","","","","","","","","","","","",""
"Uva","","","","","","","","","","","","","","","","","One person deid due"
"","","","Badalkumbura","fLk; kio Heavy","2018.05.19","1","3","1","","","","","","","","",""
"","","","","","","","","","","","","","","","","","to Tree Fallen"
"","","","","Rain","","","","","","","","","","","","",""
"","","","Buttala","","","1","5","","","","","1","","","","",""
"","","","Monaragala","දැඩි වර්ෂාව","","3","14","","","","","3","","","","",""
"","","ලමොනරාගල","","fLk; kio Heavy","","","","","","","","","","","","",""
"","","","Siyambalanduwa","","","1","4","","","","","1","","","","",""
"","8","nkhdwhfiy","","Rain / දැඩි සුලග","2018.05.25 / 29","","","","","","","","","","","",""
"","","Moneragala","Thanamalvila","","","2","8","","","","","2","","","","",""
"","","","","fLk; fhw;W","","","","","","","","","","","","",""
"","","","Medagama","High Wind","","1","5","","","","","1","","","","",""
"","","","Badal kumbura","","","3","11","","","","","3","","","","",""
"","","","","දැඩි සුලග","","","","","","","","","","","","",""
"","","","Madulla","","2018.05.30/31","3","9","","","","","3","","","","",""
"","","","","fLk; fhw;W  High","","","","","","","","","","","","",""
"","","","Katharagama","","2018.05.31","2","7","","","","","2","","","","",""
"","","","","Wind","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","17","66","1","0","0","0","16","0","0","0","0","0"
