"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 14th October 2025 at 0900hrs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்","பிரிவு Administrative purview","","","","","","","","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","ආපදාව","ආරම්භක දිනය","","","බලපෑමට ලක්වු ghjpf;fg;gl;l","","","","","","","","","","","","","","","","ලවනත් හානි பிற பாதிப்புகள்","","","","","","","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd miktplk;","","","","","",""
"","","","","","","","","","","","Affected","","","","","තුවාලවු 
පුද්ගලයින්","","අතුරුදහන්වූ","","","","Nrjkile;j tPLfs; 
Houses Damaged","","","","","Other Damages","","","","","","","","","","Safe Location","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mdu;j;jk;","","","","","","මිය යෑම්","","","පුද්ගලයින්","","","","","","","","","කුඩා හා මධය 
පරිමාණ වයාපාරික","","","","","","","ඉතා වැදගත්","","","","","","","","ලවනත් කරුණු",""
"පළාත khfhzk; 
Province","#","දිස්ත්‍රික්කය","","ප්‍රා.ලේ. ලකා","","","","Muk;gpj;j","","","","","","","kuzq;f","fhakil","","fhzhky;N","","","","","","","","","","","","","","","","යටිතල පහසුකම්","","","","","","","","NtW",""
"","","","","","","","mdHj;jk 
Disaster","jpfjp      
Date of","","","පවුේ ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්","","s; 
Deaths","","e;NjhH","ghNdhH 
Missing","","","","පූර්ණ 
හානි","","අර්ධ හානි","","","ස්ත්‍
රථාන சிறிய, 
நடுத்தர, 
நிறுவனங் க","","","","","","","වලට වූ හානි 
mbg;gilf;","","","ආරක්ිත 
ස්ත්‍
රථාන  ස්ත්‍ංඛ්‍යාව","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Fwpg;Gf;f",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Remarks",""
"","","மாவட்டமD
istrict","","gpuNjr nra.gp DS 
Division","","","","commenced","","","FLk;gq;fs; 
Families","","","egHfs; 
People","","Injured 
People","","People","","","","KOik 
Fully","","","gFjpasT
 Partially","","சேதங் கள்","","ளின்","","","","","fl;likg;Gf;fs;  
Damages to","","","vz;zpf;ifN
o. of Safety","","FLk;gq;fs; 
Families","egHfs; 
Persons","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Small, Medium,","","","","","","","","","","Locations","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","critical","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enterprises 
Damages","","","","","","Infrastructure","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1","ත්‍රීකුණාමලය 
jp.kiy","","Town & Gravets","","","Lightning","","","","1","","","6","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","2025.10.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"නැවෙනහිර පලාත 
fpof;F khfhzk; 
Eastern","","Trincomalee","","","","","High Wind","","","","7","","","20","","","","","","","","","","7","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","2025.10.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","8","","","26","0","0","","0","","","","0","","8","","","","","0","","","","","0","","","0","","0","0","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","","","","8","","","26","0","0","","0","","","","0","","8","","","","","0","","","","","0","","","0","","0","0","","",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","","","","","","","8","","","26","0","0","","0","","","","0","","8","","","","","0","","","","","0","","","0","","0","0","","",""
