"","","","High Wind","","1","1","","","","1","","","",""
"පලාත/kj;jpa","","","","","","","","","","","","","",""
"khfhzk;/ Central","","Pathadumbara","Cutting Failure","2021.01.06","11","37","","","","9","","","",""
"","","Ududumbara","Land slide Risk","2021.01.06","2","9","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","31","114","0","0","0","0
23","1","0","0
0","0"
"","","නුවරඑලිය  
Nuwara Eliya","Land slide Risk","2020.12.21","3","14","","","","","","","1
3","14 Konkodia GN Wetherset"
"","3","Etnuypah","","","","","","","","","","","","Hospitle"
"","","Nuwara Eliya
Ambagamuwa","Rock fallen","2021.01.04","1","5","","1","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","4","19","0","1","0","0
1","0","0","1
3","14"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","35","133","0","1","0","0
24","1","0","1
3","14"
"","","පුත්තලම","","","","","","","","","","","",""
"","4","Wennappuwa
Gj;jsk;","High Wind","2021.01.06","1","5","","","","1","","","",""
"වයඹ පලාත","","Puttalam","","","","","","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","",""
"North Western","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","5","0","0","0","0
1","0","0","0
0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1","5","0","0","0","0
1","0","0","0
0","0"
"","","Seruwila","","","4","12","","","","4","","","",""
"","","ත්‍රීකුණාමලය","","","3","6","","","","3","","","",""
"","","Thambalagamam","","","","","","","","","","","",""
"","5","jp.kiy","High Wind","2021.01.04/05","","","","","","","","","",""
"","","Trincomalee
Morawewa","","","2","3","","","","2","","","",""
"","","Kanthale","","","2","7","","","","2","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","11","28","0","0","0","0
11","0","0","0
0","0"
"","","Koralaipattu West","","","56","188","","","","","","","",""
"","","Koralaipattu","","","315","856","","","","","","","",""
"","","Koralaipattu Central","Flood","","663","2592","","","","4","","","",""
"","","Koralaipattu South","","","734","2680","","","","2","","","",""
"නැගෙනහිර පලාත","","","","","","","","","","","","","",""
"","","Eravur Pattu","","","2511","8292","","","","1","","","",""
"fpof;F     Eastern","","","","","","","","","","","","","",""
"","","මඩකලපුව   
Eravur Town","","","711","2474","","","","","","","",""
"","6","kl;lf;fsg;G","Flood","2021.01.04","","","","","","","","","",""
"","","Manmunai North
Batticaloa","","","3837","13258","","","","","","","",""
"","","Kattankudy","Flood","","5498","18712","","","","","","","",""
"","","Manmunaipattu","","","1156","3480","","","","","","","",""
"","","Manmunaisouthwest","","","7","20","","","","","","","",""
"","","","Flood","","","","","","","","","","",""
"","","Manmunai south & EP","","","18","58","","","","","","","",""
"","","Porathivupattu","","","39","104","","","","1","2","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","15545","52714","0","0","0","0
8","2","0","0
0","0"
