"","","Akmeemana","Heavy Rain / Flood","2023.10.01-08","8","25","","","","","8","","","","",""
"","","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","1811","6283","1","0","0","4","255","11","0","2","72","245"
"","","පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","","8786","30686","1","2","0","20","777","11","0","15","944","3352"
"","","Nuwaraeliya","Heavy Rain","2023.09.30","1","5","","","","","1","","","","",""
"","නුවරඑලිය","","","","","","","","","","","","","","",""
"","","Kothmale","","2023.09.28","1","4","","","","","1","","","","",""
"","8
Etnuypah","","Cutting failure","","","","","","","","","","","","",""
"මධ්‍යම පලොත","","","","2023.09.30","2","12","","","","","2","","","","",""
"","Nuwara Eliya","Ambagamuwa","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","High wind","2023.09.15","1","4","","","","","1","","","","",""
"Central","","","","","","","","","","","","","","","",""
"","","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","5","25","0","0","0","0","5","0","0","0","0","0"
"","","පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","","5","25","0","0","0","0","5","0","0","0","0","0"
"","","","Flash flood","2023.10.04","10","32","","","","","","","","","",""
"","පුත්තලම","Wennappuwa","","","","","","","","","","","","","",""
"","","","Flash flood","2023.10.06","3","10","","","","","","","","","",""
"","9
Gj;jsk","","","","","","","","","","","","","","",""
"","","Dankotuwa","Flash flood","2023.10.06","4","7","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","","","","",""
"","","Nattandiya","Flash flood","2023.10.03","4","16","","","","","","","","","",""
"","","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","21","65","0","0","0","0","0","0","0","0","0","0"
"වයඹ පලොත","","","","","","","","","","","","","","","",""
"tlNky","","Polgahawela","Tree Fallen","2023.10.01","2","6","","","","","2","","","","",""
"khfhzk","කුරුණෑගල","","Heavy Rain","2023.10.03","1","1","","","","","1","","","","",""
"","","Alawwa","","","","","","","","","","","","","",""
"North Western","10
FUdhfy","","Heavy Rain","2023.10.03","1","3","","","","","1","","","","",""
"","Kurunegala","Rideegama","Heavy Rain","2023.10.08","2","9","","","","","2","","","","",""
"","","Narammala","Tree Fallen","2023.10.03","1","4","","","","","1","","","","",""
"","","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","7","23","0","0","0","0","7","0","0","0","0","0"
"","","පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","","28","88","0","0","0","0","7","0","0","0","0","0"
"","","Nallur","","2023.09.29","1","2","","","","","1","","","","",""
"","යොපනය","","","","","","","","","","","","","","",""
"","","","","2023.09.29","1","2","","","","","1","","","","",""
"","11
aho;g;ghzk;","Pointpedro","High wind","","","","","","","","","","","","",""
"","","","","2023.10.01","1","4","","","","","1","","","","",""
"","Jaffna","","","","","","","","","","","","","","",""
"","","Karainagar","","2023.09.30","1","5","","","","","1","","","","",""
"","","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","4","13","0","0","0","0","4","0","0","0","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"tl khfhzk;","","Vavuniya North","","","1","4","","","","","1","","","","",""
"Northen","වව්නියොව tTdpah","","High Wind & Heavy","","","","","","","","","","","","",""
"","12","Vavuniya","","2023.10.08","2","5","","","","","2","","","","",""
"","Vavuniya","","Rain","","","","","","","","","","","","",""
"","","Vavuniya South","","","1","3","","","","","1","","1","","",""
"","","දිසරික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","4","12","0","0","0","0","4","0","1","0","0","0"
