"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","161","503","0","0","0","0","1","0","0","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","3299","11294","0","0","0","0","44","0","0","3","34","127"
"","","","Arachchikattuwa","","2019.01.24","1598","5719","","","","","","","","","",""
"","","","","Drought","","","","","","","","","","","","",""
"","","","Mundalama","","","1932","6490","","","","","","","","","",""
"","","","","Coastal erosion","2019.06.28","2","6","","","","","","","","","",""
"","","පුත්ත඼ම","Nawagaththegama","","","448","1280","","","","","","","","","",""
"ලයඹ ප඼෈ත","","","","","","","","","","","","","","","","",""
"tlNky;","3","Gj;jsk","Wanathavilluwa","","","455","1572","","","","","","","","","",""
"khfhzk;","","Puttalam","","","","","","","","","","","","","","",""
"","","","Karuwalagaswewa","Drought","","1137","3348","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","",""
"","","","Mahakubukkadawala","","","3042","9562","","","","","","","","","",""
"","","","Pallama","","","1823","6173","","","","","","","","","",""
"","","","Chilaw","Fire","2019.07.09","1","6","","","","1","","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","10438","34156","0","0","0","1","0","0","0","0","0","0"
"","","","Ambanpola","","2019.04.03","541","1613","","","","","","","","","",""
"","","","Galgamuwa","","2019.04.11","355","1439","","","","","","","","","",""
"","","","Udubaddawa","","2019.05.08","249","776","","","","","","","","","",""
"","","","Kotawehera","","2019.05","25","93","","","","","","","","","",""
"","","","Polpithigama","","2019.05 සිට","3475","11577","","","","","","","","","",""
"","","","Kuliyapitiya - East","","2019.05.15","293","1263","","","","","","","","","",""
"","","කුරුණ්ග඼","","","","","","","","","","","","","","",""
"","","","Maaspotha","","2019.04 සිට","59","214","","","","","","","","","",""
"ලයඹ ප඼෈ත","4","FUdhfy;","","Drought","","","","","","","","","","","","",""
"","","","Weerabugedara","","2019.06.14","115","391","","","","","","","","","",""
"tlNky; khfhzk;","","Kurunegala","","","","","","","","","","","","","","",""
"","","","Giribawa","","2019.5.28","544","1373","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","",""
"","","","Polgahawela","","2019.01 සිට","185","548","","","","","","","","","",""
"","","","Mawathagama","","2019.05.15","173","566","","","","","","","","","",""
"","","","Ahetuwewa","","2019.06.06","663","2019","","","","","","","","","",""
"","","","Narammala","","2019.06.04","65","615","","","","","","","","","",""
"","","","Mallawapitiya","","2019.07.04","45","120","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","6787","22607","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","17225","56763","0","0","0","1","0","0","0","0","0","0"
"","","","Vavuniya North","","2019.03.11","49","140","","","","","","","","","",""
"","","","","Drought","","","","","","","","","","","","",""
"","","ලව්නිය෈ල","","","","","","","","","","","","","","",""
"","","","","","2019.07.08","89","325","","","","","","","","","",""
"","5","tTdpah","Vavuniya","","","","","","","","","","","","","",""
"","","","","Heavy Rain","","9","34","","","","","9","","","","",""
"","","Vavuniya","","","2019.07.11","","","","","","","","","","","",""
"","","","Vavuniya South","High Wind","","1","2","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","148","501","0","0","0","0","10","0","0","0","0","0"
