"බස්නාහිර පලාත","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","","","","","","","","","","",""
"","","2","8","0","0","0","0","1","0","0","0","0",""
"","පළාත් ඵ තුෙ khfhz $l;Lj;njhif  Province Total","2","8","0","0","0","0","1","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","77","265","0","6","0","3","44","0","0","1","70","240"
"","","","","ආපදා  ළමනා රණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","කෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","","….......................................................","","","","","","","","",""
"","","","","Hiran Thilakarathne","","","","","","","","",""
"","","","","Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
