"","","","","","","","","","ky;Ngh","","","","","","","","","පවුේ",""
"Province","","","Disaster","Date of","","","Deaths","","","පූර්ණ","","","ස්ත්‍
රථාන சிறிய,","","","","","","Remarks"
"","","","","","","","","","NdhH","","හානි","","","","වලට වූ හානි","","ස්ත්‍ංඛ්‍යාව","",""
"","","ප්‍රා.ලේ. ලකා","","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","","","","","","நடுத்தர,","","","","","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","දිස්ත්‍රික්කය","","","commenced","","","","Injured","","හානි","gFjpa","","","","mbg;gilf;","","vz;zpf;i","",""
"","","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","","Missin","","","","நிறுவனங்களின்","","","","","egHfs; 
FLk;gq;",""
"","மாவட்டம் District","","","","","","","","","KOik","sT","","","","fl;likg;Gf;fs;","","f   No.","",""
"","","DS Division","","","Families","People","","","g","","","","சேதங்கள்; Small,","","","","","fs; 
Persons",""
"","","","","","","","","People","","Fully","Partiall","","","","Damages to","","of Safety","",""
"","","","","","","","","","People","","","","Medium,","","","","","Families",""
"","","","","","","","","","","","y","","","","critical","","Location","",""
"","","","","","","","","","","","","","Enterprises","","","","","",""
"","","","","","","","","","","","","","","","Infrastructure","","s","",""
"","","","","","","","","","","","","","Damages","","","","","",""
"","","Rabukkana","","","710","2425","","","","","","","","","","","","",""
"","","Ruwanwella","","","92","458","","","","","","","","","","","","",""
"","","Bulathkohupitiya","","","196","600","","","","","","","","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","","","",""
"","1
Nffhiy","Galigamuwa","Drought","2019.04.03","269","978","","","","","","","","","","","","",""
"","Kegalle","","","","","","","","","","","","","","","","","",""
"","","Daraniyagala","","","268","1110","","","","","","","","","","","","",""
"සබරගමුව පලාත","","Mawanella","","","5540","18295","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"","","Warakapola","","","902","3602","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","7977","27468","0","0","0","0","","0","","0","","0","0","0","0"
"","","Balangoda","Landslide Risk","2019.03.18","13","58","","","","","","13","","","","","1","2","13"
"","රත්නපුර","","","","","","","","","","","","","","","","","",""
"","2
,uj;jpdGhp","","","","","","","","","","","","","","","","","",""
"","","Rathnapura","","","60","250","","","","","","","","","","","","",""
"","Rathnapura","","Drought","2019.04.08","","","","","","","","","","","","","","",""
"","","Eheliyagoda","","","646","2200","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","719","2508","0","0","0","0","","13","","0","","0","1","2","13"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","8696","29976","0","0","0","0","","13","","0","","0","1","2","13"
"","","Dankotuwa","","","13","52","","","","","","","","","","","","",""
"","","","Drought","2019.01.24","","","","","","","","","","","","","","",""
"","","","","","1598","5719","","","","","","","","","","","","",""
"","","Arachchikattuwa","","","","","","","","","","","","","","","","",""
"","","","Coastal Erosion","2019.04.05","2","7","","","","","","","","","","","","",""
"","","Mundalama","","","2041","7404","","","","","","","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","","","","",""
"","","Pallama","","","1823","6173","","","","","","","","","","","","",""
"","3
Gj;jsk","","","","","","","","","","","","","","","","","",""
"","Puttalam","Mahawewa","","","2164","8238","","","","","","","","","","","","",""
"","","Naththandiya","Drought","2019.01.24","350","975","","","","","","","","","","","","",""
"","","Nawagathhena","","","148","392","","","","","","","","","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","","","","",""
"","","Wanathavillwa","","","65","263","","","","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","","","","","","",""
"khfhzk;","","Karuwalagaswewa","","","1137","3348","","","","","","","","","","","","",""
"North Western","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","9341","32571","0","0","0","0","","0","","0","","0","0","0","0"
"","","Narammala","","","206","1050","","","","","","","","","","","","",""
"","","Bamunakotuwa","","","25","75","","","","","","","","","","","","",""
"","","Alawwa","","","223","873","","","","","","","","","","","","",""
"","කුරුනෑගල","","","","","","","","","","","","","","","","","",""
"","","Kuliyapitiya west","","","36","133","","","","","","","","","","","","",""
"","4
FUdhfy;","","Drought","2019.04.03","","","","","","","","","","","","","","",""
"","","Weerambugedara","","","65","230","","","","","","","","","","","","",""
"","Kurunegala","","","","","","","","","","","","","","","","","",""
"","","Panduwasnuwara west","","","143","524","","","","","","","","","","","","",""
"","","Udubaddawa","","","83","208","","","","","","","","","","","","",""
"","","Polpithigama","","","1158","3775","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1939","6868","0","0","0","0","","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","11280","39439","0","0","0","0","","0","","0","","0","0","0","0"
"","වව්නියාව","","","","","","","","","","","","","","","","","",""
"","5
tTdpah","Vavuniya North","Drought","2019.03.11","39","105","","","","","","","","","","","","",""
"","Vavuniya","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","39","105","0","0","0","0","","0","","0","","0","0","0","0"
"","","Delft","","2019.03.18","1031","3071","","","","","","","","","","","","",""
"","යාපනය","","","","","","","","","","","","","","","","","",""
