"","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","of commenced","","පුද්ගලයින්","","Injured","Missing","","நடுத்தர, 
හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි 
gFjpas","நிறுவனங் களின்","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","","egHfs;","","People","People","","fl;likg;Gf;fs;","vz;zpf;if
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","T 
KOik","சேதங் கள்","","",""
"","","District
Division","","","","People","","","","","Damages to","s; 
   No. of","Persons",""
"","","","","","Families","","","","","Partially
Fully","Small, Medium,","","",""
"","","","","","","","","","","","critical","Families
Safety","",""
"","","","","","","","","","","","Enterprises","","",""
"","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Damages","","",""
"","","","(Burevi) Cyclone","2020.12.02","","","","","","","","1
1","6",""
"","","Kopay","","","","","","","","","","","",""
"","","","","2020.12.22","1","4","","","","1","","","",""
"","","යොප ය","Flood","2020.12.15","47","168","","","","","","","",""
"","1","aho;g;ghzk;","","","","","","","","","","","",""
"","","Thellipalai","","2020.12.19","4","17","","","","","","","",""
"","","Jaffna","","","","","","","","","","","",""
"","","","Fire","2020.12.24","1","4","","","","1","","","",""
"","","","","2020.12.15","15","62","","","","","","","",""
"","","Sandilippai","Flood","","","","","","","","","","",""
"උතුරු පලොත","","","","2020.12.19","54","181","","","","9","","","",""
"tl khfhzk","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","122","436","0","0","0","0
11","0
0","1
1","6",""
"Northen","","","","","","","","","","","","","",""
"","","කිලින ොච්චිය","","","","","","","","","","","",""
"","2","Pachchilaipallai
fpspnehr;rp","Flood","2020.12.19","64","104","","","","","","","",""
"","","Killinochchi","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","64","104","0","0","0","0
0","0
0","0
0","0",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","186","540","0","0","0","0
11","0
0","1
1","6",""
"","","Ganga Ihala Korale","","2020.12.02","1","4","","","","1","","","",""
"","","","Tree fallen","","","","","","","","","","",""
"","","Kundasale
මහනුවර","","2020.12.19","1","5","","","","1","","","",""
"","3","fz;b       
Harispattuwa","","2020.12.23","1","2","","","","1","","","",""
"","","","Heavy Rain","","","","","","","","","","",""
"","","Kandy","","","1","5","","","","1","","","",""
"","","Akurana","","2020.12.24","","","","","","","","","",""
"","","","Land slide Risk","","1","6","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","5","22","0","0","0","0
5","0
0","0
0","0",""
"","","","Heavy rain","","1","4","","","","1","","","",""
"","","Walapne","","","","","","","","","","","",""
"මධ්‍යම පලොත","","නුවරඑලිය","Cutting Failure","","30","99","","","","10","","1
1","4",""
"","","","","2020.12.20","","","","","","","","","",""
"kj;jpa khfhzk;","4","Etnuypah","Land slide Risk","","3","13","","","","","","1
3","13",""
"","","Hanguranketha","","","","","","","","","","","",""
"Central","","Nuwara Eliya","Heavy rain","","1","7","","","","1","","","",""
"","","Nuwara Eliya","Land slide Risk","2020.12.21","3","14","","","","","","1
3","14",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","38","137","0","0","0","0
12","0
0","3
7","31",""
"","","මොතනේ","","","","","","","","","","","",""
"","5","Galewela
khj;jis","Cutting Failure","2020.12.21","","","1","1","","","","","",""
"","","Matale","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","0","0","1","1","0","0
0","0
0","0
0","0",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","43","159","1","1","0","0
17","0
0","3
7","31",""
"","","පුත්තලම","","","","","","","","","","","",""
"වයඹ පලොත","6","Mahawewa
Gj;jsk;","High Wind","2020.12.21","1","2","","","","1","","","",""
"tlNky;","","Puttalam","","","","","","","","","","","",""
"khfhzk;   North","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","2","0","0","0","0
1","0
0","0
0","0",""
"Western","","","","","","","","","","","","","",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1","2","0","0","0","0
1","0
0","0
0","0",""
"","","Verugal","","","53","180","","","","3
2","","","",""
"","","Town & Gravets","","","1104","3849","","","","2","","","",""
"","","Muthur","","","312","1063","","","","1","","","",""
"","","ත්‍රීකුණොමලය  
Seruwila","","","9","47","","","","9","","","",""
"","7","jp.kiy","Heavy Rain","2020.12.27/28","","","","","","","","","",""
"","","Kinniya
Trincomalee","","","139","507","","","","26","","","",""
"","","Thambalagamam","","","294","971","","","","4","","","",""
"","","Morawewa","","","1","3","","","","1","","","",""
"","","Kanthale","","","1","4","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1913","6624","0","0","0","4
45","0
0","0
0","0",""
