"","","","Kalawana","Heavy Rain& Flood","2023.06.02","18","61","","","","","18","","","","","","",""
"","","","","Rock Fallen","","1","4","","","","","1","","","","","","",""
"","","","Kiriella","","2023.06.01","","","","","","","","","","","","","",""
"","","","","High Wind","","1","5","","","","","1","","","","","","",""
"","","","","Flood","","4","17","","","","","3","","","","","","",""
"","","රත්නපුර ,uj;jpdGhp","","","","","","","","","","","","","","","","",""
"","1","","","Cutting Failure","","3","9","","","","","1","","","","","","",""
"","","Rathnapura","Elapatha","","2023.06.01","","","","","","","","","","","","","",""
"","","","","Heavy Rain& High","","","","","","","","","","","","","","",""
"","","","","","","2","6","","","","","1","","","","","","",""
"","","","","Wind","","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","","","","",""
"","","","","Lightning & Heavy","","","","","","","","","","","","","","",""
"rg;ufKt","","","Kuruwita","","2023.06.01","5","13","","","","","5","","","","","","",""
"","","","","Rain","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","",""
"","","","","Cutting Failure &","","","","","","","","","","","","","","",""
"","","","Rathnapura","","2023.06.01","8","33","","","","","7","","","","","","",""
"","","","","HighWind","","","","","","","","","","","","","","",""
"","","","Ayagama","Heavy Rain","2023.06.01","1","1","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","44","152","0","0","0","0","39","","0","","0","0","0","0"
"","","කෑගල්ල","Ruwanwella","Tree Fallen","2023.06.03","1","6","","","","","1","","","","","","",""
"","2","Nffhiy","","","","","","","","","","","","","","","","",""
"","","Kegalle","Dehiowita","Cutting Faliure","2023.06.04","1","3","","","","","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2","9","0","0","0","0","2","","0","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","46","161","0","0","0","0","41","","0","","0","0","0","0"
"","","","Palindanuwara","Land Slide/ High Wind 2023.06.04-05","","8","44","","","","","1","","","","","","",""
"","","කළුතර","","","","","","","","","","","","","","","","",""
"","","","Horana","High Wind/ Lightning","2023.06.01-04","3","11","","","","","3","","","","","","",""
"","3","fSj;Jiw","","","","","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","","","",""
"","","Kalutara","Walallawita","Lightning","2023.06.01","6","22","","","","","6","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","","","","Heavy Rain/ Flash","","","","","","","","","","","","","","",""
"","","","Bulathsinhala","","202305.05","39","142","","","","","4","","35","","","","",""
"","","","","Flood","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","56","219","0","0","0","0","14","","35","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","56","219","0","0","0","0","14","","35","","0","0","0","0"
"","","ම ානරාගල","Monaragala","","2023.06.05","1","5","","5","","1","","","","","","","",""
"","4","nkhdwhfiy","","Tree Fallen","","","","","","","","","","","","","","",""
"ඌව","","","","","","","","","","","","","","","","","","",""
"","","Moneragala","Madulla","","2023.06.04","3","17","","","","","3","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","","","","",""
"Uva","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","4","22","0","5","0","1","3","","0","","0","0","0","0"
