"","","","Nivithigala","","8","26","","","","","8","","","","","","",""
"","","","Eheliyagoda","","2","7","","","","","2","","","","","","",""
"","","","Pelmadulla","","117","493","","","","","105","","12","","","","",""
"","","","Kiriella","Flood / Landslide","16","58","","","","","2","","","","","","",""
"","","රත්නපුර","","Risk / High Wind /","","","","","","","","","","","","","",""
"","","","Kolonna","","2
2022.05.13/14/15/","8","","1","","","2","","1","","","","",""
"සබරගමුව පලාත","1",",uj;jpdGhp","","Heavy Rain/","","","","","","","","","","","","","",""
"","","","","16","","","","","","","","","","","","","",""
"","","Rathnapura","Ayagama","Lightning / Cutting","38","163","","","","","4","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"","","","Kalawana","Failiture","26","85","","","","","26","","3","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","",""
"","","","Ibulpe","","4","17","","","","","4","","","","","","",""
"","","","Opanayaka","","8","22","","","","","8","","","","","","",""
"","","","Godakawela","","5","20","","","","","5","","","","","","",""
"","","","Balangoda","","3","12","","","","","3","","","","","","",""
"","","","Kahawaththa","","8","25","","","","","8","","","","","","",""
"","","","Weligapola","","1","2","","","","","2","","1","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","1978","7884","0","1","0","0","216","","18","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1978","7884","0","1","0","0","216","","18","","0","0","0","0"
"","","","Beruwala","","4","16","","","","","4","","","","","","",""
"","","","Bulathsinhala","","21","74","","1","","","6","","","","","","",""
"","","","Palindanuwara","","16","64","","","","","4","","","","","","",""
"","","","Dodangoda","","9","27","","","","","6","","","","","","",""
"","","","Mathugama","","4","15","","","","","4","","","","","","",""
"","","","Ingiriya","","36","133","","","","","7","","","","","","",""
"","","කළුතර","","","","","","","","","","","","","","","",""
"","","","Kalutara","High Wind /Heavy","8
2022.05.13/14/15/","30","","","","","7","","","","","","",""
"","2","fSj;Jiw","","","","","","","","","","","","","","","",""
"","","","Bandaragama","Rain/ Lightning
16/17/18","2","10","","","","","2","","","","","","",""
"","","Kalutara","","","","","","","","","","","","","","","",""
"","","","Agalawatta","","7","32","","","","","8","","","","","","",""
"","","","Walallavita","","5","22","","","","","5","","","","","","",""
"Western Nky;","","","","","","","","","","","","","","","","","",""
"","","","Horana","","1","1","","","","","1","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"බසරනාහිර පලාත","","","Madurawala","","21","72","","","","","4","","","","","","",""
"","","","Millaniya","","7","29","","","","","7","","","","","","",""
"","","","Panadura","","7","25","","","","","7","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","148","550","0","1","0","0","72","","0","","0","0","0","0"
"","","","Gampaha","Heavy Rain","2","9","","","","","2","","","","","","",""
"","","","Mahara","Heavy Rain & Wind","1","4","","","","","1","","1","","","","",""
"","","ගම්පහ        fk;g`h","","","2022.05.13/14/15/","","","","","","","","","","","","",""
"","3","","Dompe","Tree Fallan","6","29","","","","","6","","1","","","","",""
"","","Gampaha","","16/17","","","","","","","","","","","","","",""
"","","","Minuwangoda","High Wind","1","4","","","","","1","","","","","","",""
"","","","Atthangalla","Heavy Rain & Wind","4","21","","","","","4","","1","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","14","67","0","0","0","0","14","","3","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","162","617","0","1","0","0","86","","3","","0","0","0","0"
