"","Godakawela","","","15","64","","","","1","11","","","","","","","",""
"","Nivithigala","","","10","28","","","","","10","","","","","","","",""
"","Kahawatta","","","10","34","","","","","10","","","","","","","",""
"","Eheliyagoda","","","6","25","","","","","6","","","","","","","",""
"රත්නපුර","Elapatha","Tree Fallen/Cutting","","82","306","","","","","10","","","","","","","",""
"","","","2023.09.27 to","","","","","","","","","","","","","","",""
"1
uj;jpdGhp","Kuruvita","Failure Risk/Heavy","","41","162","","","","","13","","","","","","","",""
"","","","2023.10.08","","","","","","","","","","","","","","",""
"Rathnapura","Kalawana","Rain/Flood","","12","40","","","","","6","","","","","","","",""
"","Pelmadulla","","","14","57","","","","","14","","","","","","","",""
"","Opanayake","","","4","13","","","","","1","","","","","","","",""
"","Kiriella","","","26","98","","","","1","5","","","","","","","",""
"","Weligepola","","","2","10","","","","","1","","","","","","","",""
"","Balangoda","","","2","7","","","","","2","","","","","","","",""
"","Embilipitiya","","","1","3","","","","","1","","","","","","","",""
"","Imbulpe","","","1","2","","","","","1","","","","","","","",""
"ස්ත්‍බරගමුව පලොත","","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","327","1227","0","1","0","2","133","","0","","0","0","0","0",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","2023.10.04","1","2","","","","","1","","","","","","","",""
"","","Tree fallen","","","","","","","","","","","","","","","",""
"","Yatiyanthota","","2023.10.05","2","12","","","","","2","","","","","","","",""
"","","high wind","2023.10.08","1","3","","","","","1","","","","","","","",""
"","","Cutting Failure","2023.10.08","1","5","","","","","1","","","","","","","",""
"","Aranayaka","","","","","","","","","","","","","","","","",""
"","","Lightning","2023.10.09","3","13","","","","","3","","","","","","","",""
"2","Deraniyagala","high wind","2023.10.06","2","9","","","","","2","","","","","","","",""
"ෑගල්ල","Kegalle","Tree fallen","2023.10.09","1","3","","","","","1","","","","","","","",""
"Nffhiy","Galigamuwa","Tree fallen","2023.10.09","1","4","","","","","1","","","","","","","",""
"Kegalle","Mawanella","high wind","2023.10.08","3","9","","","","","3","","","","","","","",""
"","Rambukkan","Heavy Rain/high wind","2023.10.07/10","4","16","","","","","3","","","","","","","",""
"","","","2023.10.04","1","1","","","","","1","","","","","","","",""
"","Dehiovita","Cutting Failure","2023.10.06","2","4","","","","","2","","","","","","","",""
"","","","2023.10.09","1","5","","","","","1","","","","","","","",""
"","","Heavy Rain/high wind","2023.10.07/08","4","12","","","","","4","","","","","","","",""
"","Warakapola","","","","","","","","","","","","","","","","",""
"","","Heavy Rain","2023.10.04","1","2","","","","","1","","","","","","","",""
"","දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","28","100","0","0","0","0","27","","0","","0","0","0","0",""
"","පළොත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total","","","355","1327","0","1","0","2","160","","0","","0","0","0","0",""
"Western","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk","Kotte","Wall Collapse","2023.10.04","1","4","","","","","2","","","","1","","","",""
"බස්ත්‍රනොහිර පලොත","","","","","","","","","","","","","","","","","",""
"","","Heavy Rain  and high","","","","","","","","","","","","","","","",""
"","Thimbirigasyaya","","2023.09.29","24","87","","","","","","","","","","","","",""
"ක ොළඹ","","wind","","","","","","","","","","","","","","","",""
"3
nfhOk;G","","","","","","","","","","","","","","","","","",""
"","Colombo","Heavy Rain and flood","2023.10.06","45","202","","","","","","","","","","","","",""
"Colombo","","","","","","","","","","","","","","","","","",""
"","","","2023.10.06","1","2","","","","","","","","","","","","",""
"","Kesbewa","Cutting Failure","","","","","","","","","","","","","","","",""
"","","","2023.10.07","2","6","","","","1","","","","","","","","",""
