"North","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","39","176","0","0","0","0","0","0","0","2","9","33"
"Western","","","","","","","","","","","",""
"පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","39","176","0","0","0","0","0","0","0","2","9","33"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","39","176","0","0","1","0","0","0","0","2","9","33"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","වෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","SI M S D Perera","","","","","","","","",""
"","","","Duty Officer (cid:9) (cid:9) (cid:9)(cid:9)(cid:9)(cid:9)","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
