"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","බලපෑමට ලක්වු","","","","","","Nrjkile;j","","","ලවනත් හානි பிற பாதிப்புகள்","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","Administrative purview","","ghjpf;fg;gl;l    Affected","","","","","","tPLfs; Houses","","","Other Damages","","","","miktplk; Safe Location","",""
"","","","","","","","තුවාලවු","අතුරුදහ","","","","","","","","","","",""
"","","","","","","","","","","Damaged","","","","","","","","",""
"","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","","","",""
"","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","කුඩා හා මධය","","","","","","",""
"","","","ආපදාව","","","","","","","","","","","","","","","","ලවනත් කරුණු"
"පළාත khfhzk;","","","","","","kuzq;f","fhakil","fhzhky;","","","","පරිමාණ වයාපාරික","","ඉතා වැදගත් යටිතල","","ආරක්ිත","","",""
"","#","","Muk;gpj;j jpfjp  
mdHj;jk","","","","","","","","","","","","","","","","NtW Fwpg;Gf;fs;"
"","","","","","","s;","e;NjhH","NghNdhH","","","","","","පහසුකම් වලට වූ","","ස්ත්‍
රථාන","පවුේ","",""
"Province","","","","","","","","","","පූර්ණ","","ස්ත්‍
රථාන சிறிய,","","","","","","","Remarks"
"","","ප්‍රා.ලේ. ලකා","Date of 
Disaster","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","","","","අර්ධ හානි","நடுத்தர,","","හානි mbg;gilf;","","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","දිස්ත්‍රික්කය","","","","","","","","හානි","","நிறுவனங்களின்","","","","","","",""
"","","","commenced","","","","Injured","Missing","","","gFjpasT","","","fl;likg;Gf;fs;","","vz;zpf;i","","egHfs;",""
"","","gpuNjr nra.gp     DS","","FLk;gq;fs;","egHfs;","","","","","","","","","","","","FLk;gq;f","",""
"","","மாவட்டம் District","","","","","People","People","","KOik","","சேதங்கள்; Small,","","","","","","",""
"","","","","Families","People","","","","","","Partially","","","Damages to","","f   No.","s;","Persons",""
"","","Division","","","","","","","","Fully","","","","","","","","",""
"","","","","","","","","","","","","Medium,","","critical","","of Safety","Families","",""
"","","","","","","","","","","","","Enterprises","","Infrastructure","","Locations","","",""
"","","","","","","","","","","","","Damages","","","","","","",""
"","","අම්පාර","","","","","","","","","","","","","","","","","02 Persons have gone"
"","1","mk;ghiw    
Addalachchenai","Boat Missing
2024.07.13","","","","","","1","","","","","","","","","","to sea for fishing"
"නැවෙනහිර පලාත","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","activities"
"","","Ampara","","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","","",""
"Eastern","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","0","0","0","0","","1","0","0","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","0","0","0","0","","1","0","0","","0","","0","0","0","0",""
"","","පුත්තලම        
Naththandiya","Flood
2024.08.19/21","24","99","","","","","","","","","","","2","9","33",""
"ෙයඹ පලාත","2","Gj;jsk;","","","","","","","","","","","","","","","","",""
"tlNky; khfhzk","","Puttalam","Flash flood
2024.08.22","15","77","","","","","","","","","","","","","",""
"","","Wennappuwa","","","","","","","","","","","","","","","","",""
"North","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","39","176","0","0","","0","0","0","","0","","0","2","9","33",""
"Western","","","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","39","176","0","0","","0","0","0","","0","","0","2","9","33",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","39","176","0","0","","1","0","0","","0","","0","2","9","33",""
"","","","","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","","","","","",""
