"","පේධතිකේ පුකරෝ ථන  ොර්ගය ස  පේධතිකේ තීව්‍රතොවය","",""
"දිනය/කේලොව)","ස
්ථොනය","උපරි  සුළකග් කේගය (පැයට කි. මි.)","ැළඹිලි ස්වභොවය"
"(ශ්‍රී ලෙං ො පැය)","(උතුරු අක්්ොෙංශ oN","",""
"","නැකගනහිර කේශොෙංශ  oE)","",""
"11.05.23/1730","12.2/87.9","80-90 විටින් විට 100 දක්වා","සුළි කුණාටුවක්"
"12.05.23/0530","13.2/88.0","110-120 විටින් විට 130 දක්වා","චණ්ඩ සුළි කුණාටුවක්"
"12.05.23/1730","14.3/88.5","120-130 විටින් විට 145 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"13.05.23/0530","15.9/89.4","130-140 විටින් විට 155 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"13.05.23/1730","17.5/90.6","140-150 විටින් විට 165 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"14.05.23/0530","19.4/92.2","125-135 විටින් විට 150 දක්වා","ඉතා චණ්ඩ සුළි කුණාටුවක්"
"14.05.23/1730","22.0/94.4","60-70 විටින් විට 80 දක්වා","සුළි කුණාටුවක්"
