"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","0","0","","0","0","0","0","0","","0","0","","3","","8","37"
"කිලින ොච්චිය","","","","","","","","","","","","","","","","Drinking water is being"
"3
Karachchi
Drought
fpspnehr;rp","2024.06.24
239","732","","","","","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","","areas"
"Killinochchi","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","239","732","","0","0","0","0","0","","0","0","","0","","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"tl khfhzk; 
යොප ය","","","","","","","","","","","","","","","",""
"Northen
4
Chankanai
Drought
aho;g;ghzk  ;","2024.06.25
8118","25506","","","","","","","","","","","","","",""
"Jaffna","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","8118","25506","","0","0","0","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","8357","26238","","0","0","0","0","0","","0","0","","0","","0","0"
"ගොල්ල","","","","","","","","","","","","","","","",""
"fhyp           
5
Town & Gravets
High Wind","2024.07.13
1","4","","","","","","1","","","","","","","",""
"දකුනු පලොත","","","","","","","","","","","","","","","",""
"Galle","","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Southern","1","4","","0","0","0","0","1","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","1","4","","0","0","0","0","1","","0","0","","0","","0","0"
"කළුතර","","","","","","","","","","","","","","","",""
"Ingiriya
High Wind","2024.07.13
2","9","","","","","","2","","","","","","","",""
"6
fSj;Jiw","","","","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","",""
"Horana
High Wind
Kalutara","2024.07.13
1","4","","","","","","1","","","","","","","",""
"Nky; khfhzk","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
බස් ොහිර පලොත","3","13","","0","0","0","0","3","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","3","13","","0","0","0","0","3","","0","0","","0","","0","0"
"අම්පොර","","","","","","","","","","","","","","","","02 Persons have gone"
"mk;ghiw    
7
Addalachchenai
Boat Missing","2024.07.13","","","","","2","","","","","","","","","","to sea for fishing"
"ැනග හිර පලොත","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","activities"
"Ampara","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Eastern","0","0","","0","0","2","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","0","0","","0","0","2","0","0","","0","0","","0","","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","8361","26255","","0","0","2","0","4","","0","0","","3","","8","37"
