"","9","27","0","0","0","0","9","0","0","0","0",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","9","27","0","0","0","0","9","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","276","917","0","0","0","0","67","3","0","4","55","186"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","්වබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","….....................................","","","","","","","","",""
"","","","CDR R G T S Karunarathne","","","","","","","","",""
"","","","Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
