"","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","of commenced","","පුද්ගලයින්","","Injured","Missing","","நடுத்தர, 
හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි 
gFjpas","நிறுவனங் களின்","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","","egHfs;","","People","People","","fl;likg;Gf;fs;","vz;zpf;if
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","T 
KOik","சேதங் கள்","","",""
"","","District
Division","","","","People","","","","","Damages to","s; 
   No. of","Persons",""
"","","","","","Families","","","","","Partially
Fully","Small, Medium,","","",""
"","","","","","","","","","","","critical","Families
Safety","",""
"","","","","","","","","","","","Enterprises","","",""
"","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Damages","","",""
"","","යාපනය","","","","","","","","","","","",""
"","1","Chawakacheri
aho;g;ghzk;","High Wind","2020.12.31","1","2","","","","1","","","",""
"","","Jaffna","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","2","0","0","0","0
1","0
0","0
0","0",""
"උතුරු පලාත","","","","","","","","","","","","","",""
"tl khfhzk","","මන්නාරම","","","","","","","","","","","",""
"Northen","2","Nanattan
kd;dhH","Drowning","2020.12.29","1","5","1","","","","","","",""
"","","Mannar","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","5","1","0","0","0
0","0
0","0
0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","2","7","1","0","0","0
1","0
0","0
0","0",""
"","","Pathadumbara
මහනුවර","High Wind","2020.12.30","1","4","","","","1","","","",""
"","3","fz;b","Heavy Rain","2020.12.27","1","4","","","","1","","","",""
"","","Ganga wata korale","","","","","","","","","","","",""
"","","Kandy","Heavy rain","2020.12.27","1","4","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3","12","0","0","0","0
3","0
0","0
0","0",""
"","","Walapne
නුවරඑලිය","Cutting Failure","","30","99","","","","10","","1
1","4",""
"මධ්‍යම","4","Hanguranketha
Etnuypah","Land slide Risk","2020.12.21","3","13","","","","","","1
3","13",""
"පලාත/kj;jpa","","Nuwara Eliya
Nuwara Eliya","Land slide Risk","","3","14","","","","","","1
3","14",""
"khfhzk;/ Central","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","36","126","0","0","0","0
10","0
0","3
7","31",""
"","","මාතලේ","","","","","","","","","","","",""
"","5","Dambulle
khj;jis","Heavy Rain","2020.12.30","1","3","","","","1","","","",""
"","","Matale","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","3","0","0","0","0
1","0
0","0
0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","40","141","0","0","0","0
14","0
0","3
7","31",""
"","","පුත්තලම","","","","","","","","","","","",""
"වයඹ පලාත","6","Arachikattuwa
Gj;jsk;","High Wind","2020.12.31","13","35","","","","1","","","",""
"tlNky;","","Puttalam","","","","","","","","","","","",""
"khfhzk;   North","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","13","35","0","0","0","0
1","0
0","0
0","0",""
"Western","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","13","35","0","0","0","0
1","0
0","0
0","0",""
"","","Verugal","","","53","180","","","","3
2","","","",""
"","","Town & Gravets","","","1104","3849","","","","2","","","",""
"","","Muthur","","","314","1071","","","","2","","","",""
"","","ත්‍රීකුණාමලය  
Seruwila","","","10","49","","","","9","","","",""
"","7","jp.kiy","Heavy Rain","2020.12.27/28","","","","","","","","","",""
"","","Kinniya
Trincomalee","","","139","507","","","","26","","","",""
"","","Thambalagamam","","","294","971","","","","4","","","",""
"නැලෙනහිර පලාත","","","","","","","","","","","","","",""
"","","Morawewa","","","3","9","","","","3","","","",""
"fpof;F","","","","","","","","","","","","","",""
"Eastern","","Kanthale","","","1","4","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1918","6640","0","0","0","4
48","0
0","0
0","0",""
"","","Koralaipattu Central","","","1","4","","","","1","","","",""
"","","මඩකලපුව","","","","","","","","","","","",""
"","8","Eravur Pattu
kl;lf;fsg;G","High wind","2020.12.31","1","1","","","","1","","","",""
"","","Batticaloa","","","","","","","","","","","",""
"","","Manmunai North","","","1","3","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3","8","0","0","0","0
3","0
0","0
0","0",""
