"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","57","232","0","0","0","1","9","0","0","0","0",""
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","57","232","0","0","0","1","9","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","11241","38075","1","4","0","8","563","9","1","26","756","2348"
"","","","ආපදා කළ නාකරණ  ධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇ තුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","මවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","SI S A N P Rangalla","","","","","","","","",""
"","","","Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
