"","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","",""
"","","","","","","","බලපෑමට ලක්වු","","","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය  நிர்வாகப் பிரிவு Administrative","","","","","","","","","Nrjk ile;j","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන  ghJfhg;ghd","",""
"","","","","","","","ghjpf;fg;gl;l","","","","","","","","",""
"","","","purview","","","","","","","","අතුරුදහ","tPLfs ; Houses","Other Damages","mik tplk ; Safe Location","",""
"","","","","","","","Affected","","","තුවාලවු","","","","","",""
"","","","","","","","","","","","න්වූ","Damaged","","","",""
"","","","","","ආරම්භක  දිනය","","","","","පුද්ගලයින්","","","","","",""
"","","","","","","","","","","","පුද්ගලයින්","","","","",""
"","","","","ආපදාව","mdu;j;jk;","","","","මිය යෑම්","","","","","","",""
"පළාත khfhzk;","","","","","","","","","k uz q;f","fha k i","","","කුඩා හා මධය","","","ලවනත් කරුණු                 NtW"
"","#","","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","fhz hk","","ඉතා වැදගත්","","",""
"Province","","","","","","","","","s ;","le;NjhH","","","පරිමාණ වයාපාරික","ආරක්ිත","","Fwpg ;G f ;f s; Remarks"
"","","","","","","","","","","","y;NghNd","","යටිතල පහසුකම්","","",""
"","","","","Disaster","Date of","","","","Deaths","","","","ස්ත්‍
රථාන  சிறிய,","ස්ත්‍
රථාන   
පවුේ","",""
"","","","","","","","","","","","hH","පූර්ණ 
අර්ධ හානි","වලට වූ හානි","","",""
"","","","ප්‍රා.ලේ. ලකා","","commenced","පවුේ ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්","","Injured","","","நடுத்தர ,","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","දිස්ත්‍රික්කය","","","","","","","","","Missing","gFjpa s
හානි","mbg;gilf;","","",""
"","","","gpuNjr nra.gp","","","FLk ;gq;fs ;","","egHfs ;","","People","","","நிறுவனங்களின்","vz ;z pf;i
FLk ;gq;f","egHfs ;",""
"","","மாவட்டம் District","","","","","","","","","People","T 
KO ik","fl;lik g;Gf;fs ;","","",""
"","","","","","","Families","","People","","","","","சேதங்கள்; Small,","s ; 
f   No.","Persons",""
"","","","DS Division","","","","","","","","","Partially
 Fully","Damages to","","",""
"","","","","","","","","","","","","","Medium,","Families
of Safety","",""
"","","","","","","","","","","","","","critical","","",""
"","","","","","","","","","","","","","Enterprises","Locations","",""
"","","","","","","","","","","","","","Infrastructure","","",""
"","","","","","","","","","","","","","Damages","","",""
"","","","Pelmadulla","Highwind & Cutting","2022.10.30","","7","24","","","","7","","","",""
"","","","","failure","","","","","","","","","","","",""
"","","","","","2022.10.30","","2","9","","","","2","","","",""
"","","","Rathnapura","","","","","","","","","","","","",""
"","","","","Cutting Faliure","2022.10.31","","4","19","","","","4","","","",""
"","","","","","2022.10.30","","3","5","","","","3","","","",""
"","","","Kuruwita","","","","","","","","","","","","",""
"","","","","Highwind & Cutting","2022.11.01","","1","5","","","","1","","","",""
"","","","","failure","","","","","","","","","","","",""
"","","","Kalawana","","2022.10.30","","1","2","","","","1","","","",""
"","","","","","2022.10.30","","2","6","","","","","","","",""
"","","","Godakawela","High Wind","","","2","5","","","","1","","","",""
"","","","","","2022.11.01","","","","","","","","","","",""
"","","","","Fire","","","1","2","","","","1","","","",""
"","","රත්නපුර","","","","","","","","","","","","","",""
"","1",",uj;jpdGhp","","Lightning","","","4","15","","","","4","","","",""
"","","","Nivithagala","","2022.10.30","","","","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","",""
"","","","","Rock Fallen","","","1","2","","","","1","","","",""
"","","","Weligepola","Cutting Faliure","2022.10.30","","1","5","","","","","","","",""
"","","","","Heavy Rain","2022.10.30-31","","2","7","","","","2","","","",""
"","","","Elapatha","","","","","","","","","","","","",""
"","","","","Rock Fallen","2022.10.31","","1","3","","","","1","","","",""
"","","","Kiriella","Lightning","2022.11.01","","1","5","","","","1","","","",""
"","","","","Heavy Rain/High wind","2022.11.01","","2","5","","","","2","","","",""
"","","","Opanayaka","","","","","","","","","","","","",""
"","","","","Fire","2022.11.01","","1","1","","","","1","","","",""
"","","","Balangoda","Heavy Rain/High wind","2022.11.01","","1","3","","","","1","","","",""
"","","","Imbulpe","Heavy Rain","2022.10.31","","1","5","","","","1","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","38","128","0","0","0","0
34","0
0","0
0","0",""
"","","","","Landslide","2022.10.30","","2","8","","","","2","","","",""
"","","","Yatiyantota","Cutting Faliure","2022.10.30","","7","30","","","","7","","","",""
"","","","","High Wind","2022.10.31","","1","3","","","","1","","","",""
"","","","","","2022.10.30","","1","5","","","","1","","","",""
"","","","","High Wind","","","","","","","","","","","",""
"සබරගමුව පලාත","","","","","","","","","","","","","","","",""
"","","","","","2022.11.07","","1","3","","","","1","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","","Warakapola","Lightning","2022.11.04","","1","4","","","","1","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","","","","Heavy Rain","2022.11.07","","1","3","","","","1","","","",""
"","","","","Cutting Faliure","2022.11.07","","1","4","","","","1","","","",""
"","","","","Tree Fallen","2022.10.29","","1","4","","","","1","","","",""
"","","","","","2022.10.29","","2","9","","","","1","","","",""
"","","","","Lightning","","","","","","","","","","","",""
"","","","Ruwanwella","","2022.11.05","","4","19","","","","4","","","",""
"","","","","Rock Fallen","2022.11.05","","1","3","","","","1","","","",""
"","","","","Tree Fallen","2022.11.06","","2","8","","","","2","","","",""
"","","කෑගල්ල","","Tree Fallen","2022.10.30","","1","4","","","","1","","","",""
"","2","Nffhiy","","","","","","","","","","","","","",""
"","","Kegalle","Deraniyagala","Cutting Faliure","2022.10.30","","1","4","","","","1","","","",""
"","","","","Lightning","2022.11.05","","1","4","","","","1","","","",""
