"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","20","72","0","0","0","0","20","0","0","1","20","72"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","41","138","0","0","0","0","20","0","0","3","41","138"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","….....................................","","","","","","","","",""
"","","","Janaka Hadunpathiraja","","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
