"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","33","126","0","0","0","0","6","3","0","1","7","27"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","34","132","0","0","0","0","7","3","0","1","7","27"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","3348","11170","0","0","1","3","112","6","0","19","399","1237"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","H.D.G. Priyantha","","","","","","","","",""
"","","","Deputy Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
