"","","","","","","","","","","g","","","","","ன
்  சேதங் கள்","","","","","s;","",""
"","District","DS Division","","","Families","","People","","","","","","","","","","","","","","","Persons"
"","","","","","","","","","People","","","Fully","","Partiall","","","Damages to","","of Safety","","",""
"","","","","","","","","","","","","","","","Small, Medium,","","","","","","",""
"","","","","","","","","","","People","","","","","","","","","","Families","",""
"","","","","","","","","","","","","","","y","","","critical","","Location","","",""
"","","","","","","","","","","","","","","","Enterprises","","","","","","",""
"","","","","","","","","","","","","","","","Damages","","Infrastructure","","s","","",""
"","","Thumpane","","2019.10.24/27","","3","12","","","","","","","3","","","","","","","",""
"","","","Heavy Rain","","","","","","","","","","","","","","","","","","",""
"","","","","2019.10.21","","1","5","","","","","","","1","","","","","","","",""
"","","","Tree Fallen","2019.10.24","","1","4","","","","","","","1","","","","","","","",""
"","","Ganga Ihala Korale","","","","","","","","","","","","","","","","","","","",""
"","","","Cutting Failure","2019.10.28","","6","25","","","","","","","6","","","","","","","",""
"","","","Rock Fallen","2019.10.21","","1","3","","","","","","","1","","","","","","","",""
"","","Pujapitiya","","2019.10.22","","1","2","","1","","","","","1","","","","","","","",""
"","","Minipe","Heavy Rain","2019.10.26","","1","6","","","","","","","","","","","","","","",""
"","","Harispaththuwa","","2019.10.27/28","","3","14","","","","","","","3","","1","","","","","",""
"","","Galagedra","Heavy Rain","2019.10.23","","1","3","","","","","","","","","","","","","","",""
"","","","","2019.10.22","","1","3","","","","","","","1","","","","","","","",""
"","","Hatharaliyadda","Cutting Failure","","","","","","","","","","","","","","","","","","",""
"","","","","2019.10.28","","2","5","","","","","","","2","","","","","","","",""
"","මහනුවර","","","","","","","","","","","","","","","","","","","","",""
"1","fz;b","Delthota","","2019.10.30","","4","16","","","","","","","4","","","","","","","",""
"","Kandy","","","","","","","","","","","","","","","","","","","","",""
"","","","","2019.10.23","","1","5","","","","","","","1","","","","","","","",""
"","","","Heavy Rain","2019.10.24","","1","5","","","","","","","1","","","","","","","",""
"","","Pathadumbara","","","","","","","","","","","","","","","","","","","",""
"","","","","2019.10.28","","2","6","","","","","","","2","","","","","","","",""
"","","","","2019.10.29","","1","6","","","","","","","1","","","","","","","",""
"","","","","2019.10.27","","2","5","","","","","","","2","","","","","","","",""
"","","Yatinuwara","Heavy Rain","2019.10.29","","3","10","","","","","","","3","","","","","","","",""
"","","","","2019.10.25","","3","11","","1","","","","","3","","","","","","","",""
"","","","Tree Fallen","2019.10.28","","1","4","","","","","","","1","","","","","","","",""
"","","Udapalatha","","2019.10.28","","1","5","","","","","","","1","","","","","","","",""
"","","","Cutting Failure","","","","","","","","","","","","","","","","","","",""
"","","","","2019.10.29","","1","7","","","","","","","1","","","","","","","",""
"","","Kundasale","Heavy Rain","2019.10.26","","1","2","","","","","","","1","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","","42","164","0","2","","0","","0","40","","1","","0","0","","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","","42","164","0","2","","0","","0","40","","1","","0","0","","0","0"
"","","","","","","1","5","","","","","","","1","","","","","","","",""
"","","Aranayake","Rain & Wind","2019.10.21","","","","","","","","","","","","","","","","","",""
"","","","","","","1","4","","","","","","","","","","","","","","",""
"","","Ruwanwella","Cutting Failure","2019.10.21","","1","5","","","","","","","","","","","","","","",""
"","","","Tree Fallen","2019.10.23","","1","4","","","","","","","","","","","","","","",""
"","","Dehiovita","","","","","","","","","","","","","","","","","","","",""
"","","","Flood","2019.10.21","","14","48","","","","","","","","","","","","","","",""
"","","","Rock Fallen","","","1","4","","","","","","","1","","","","","","","",""
"","","","Lightning","","","5","16","","","","","","","5","","5","","","","","",""
"","","","","2019.10.21","","","","","","","","","","","","","","","","","",""
"","","Yatiyanthota","Tree Fallen","","","2","7","","","","","","","2","","1","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","","","","","","",""
"2","Nffhiy","","Cutting Failure","","","2","9","","","","","","","2","","1","","","","","",""
"","Kegalle","","Heavy Rain","2019.10.22","","1","6","","","","","","","1","","","","","","","",""
"","","","Heavy Rain","","","2","5","","","","","","1","1","","","","","","","",""
"","","Kegalle","","2019.10.21","","","","","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","Tree Fallen","","","2","7","","","","","","","1","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","","","","",""
"","","Rambukkana","Rain / Wind","2019.10.22","","","","","","","","","","2","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","","","",""
"","","","Wall Failure","2019.10.21","","1","5","","","","","","","1","","","","","","","",""
"","","Warakapola","Heavy Rain","2019.10.22","","1","5","","","","","","","","","","","","","","",""
"","","","Tree Fallen","2019.10.22","","1","4","","","","","","","","","","","","","","",""
"","","Mawanella","Wall Failure","2019.10.23","","1","5","","","","","","","1","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","","37","139","0","0","","0","","1","18","","7","","0","0","","0","0"
