"19","76","1","0","0","0","15","3","0"
"19","76","1","0","0","0","15","3","0"
"44","173","1","0","0","1","20","8","0"
"","","රොජ ොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","",""
"","","ආ දො  ළමනො රණ මධයස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","",""
"","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","",""
"","","විදුත් තැ ැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","",""
"","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","",""
"","","……………………………………………………….","","","","","",""
"","","H.D.G.Priyantha","","","","","",""
"","","Assistant Director / Duty Officer","","","","","",""
"","","For Director General","","","","","",""
"","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","",""
