"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","64","238","0","0","0","0","55","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","64","238","0","0","0","0","55","0","0","0"
"","3429","13820","1","5","3","8","1297","30","1","0"
"","","","රාජකාරි භාර ිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","",""
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","","……………………………………………………….","","","","","","",""
"","","","T.W.K.I.Pushpakumara","","","","","","",""
"","","","Assistant  Director / Duty Officer","","","","","","",""
"","","","For Director General","","","","","","",""
