"","","","","","","","","","","","","","","","","Safe location Udarelle"
"","","Nuwaraeliya","","2018.05.21/31","155","719","","","","6","79","","","1","3","17"
"","","","","","","","","","","","","","","","","Line Houses"
"","","Ambagamuwa","","2018.05.21/29","110","471","","","","","25","","","","",""
"","නුවරඑලිය/Etnuyp","","","","","","","","","","","","","","","Safe Location -"
"4","ah/ Nuwara","","","","","","","","","","","","","","","Uidakotasa Community"
"","","","","","","","","","","","","","","","","Hall / Ramboda Hindu"
"","Eliya/ /","Kotmale","","","204","739","","","","1","43","","","4","149","478"
"","","","","","","","","","","","","","","","","School / Masswela"
"","","","","2018.05. 21/29","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Gemunu Maha Vidyalaya /"
"","","","","","","","","","","","","","","","","Dakunumeda kubura hall"
"","","","","","","","","","","","","","","","","One person deid due to"
"මධ්‍යම","","Walapnae","","","76","306","1","","","1","57","","","","",""
"","","","","","","","","","","","","","","","","Drowning"
"පලාත/","","Haguranketha","","2018.05.21/29","40","173","","","","","40","","","","",""
"kj;jpa","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","585","2408","1","0","0","8","244","0","0","5","152","495"
"khfhzk;/","","","","","","","","","","","","","","","",""
"","","Ukuwela","","","6","25","","","","","6","","","","",""
"Central","","","","","","","","","","","","","","","",""
"","","Abangagakorale","","","17","63","","","","","17","","","","",""
"","","Yatawatta","","","3","15","","","","","3","","","","",""
"","","Rattota","","","8","26","","","","","8","","","","",""
"","","Dambulla","දැඩි වර්ෂාව","","4","14","","","","","3","","","","",""
"","මාතමේ","","","","","","","","","","","","","","",""
"5","","Naula","fLk; kio Heavy","2018.05.21","6","28","","","","","6","","","","",""
"","khj;jis Matale","","","","","","","","","","","","","","",""
"","","Wilgamuwa","Rain","","8","30","","","","","8","","","","",""
"","","Pallepola","","","6","20","","","","","6","","","","",""
"","","Galewala","","","7","20","","","","","5","1","","","",""
"","","Matale","","","3","12","","","","","3","","","","",""
"","","Luggala Pallegama","","","4","16","","","","","4","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","72","269","0","0","0","0","69","1","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","1098","4590","1","7","0","15","500","3","1","6","161","540"
"","","Haliela","","","8","25","","","","","8","","","","",""
"","","Pasara","","","3","4","","","","","3","","","","",""
"","","Welimada","","","92","367","1","3","","","92","1","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","",""
"","බදුේල","Haldamulla","","2018.05.20 /","23","88","","","","","23","","","","",""
"6","","","fLk; kio Heavy","","","","","","","","","","","","",""
"","gJs;is Badulla","Bandarawela","","2018.05.30","5","18","","1","","","5","","","","",""
"","","","Rain","","","","","","","","","","","","",""
"","","Uwa Paranagama","","","65","296","","","","","65","","","","",""
"","","Badulla","","","3","12","1","","","","3","","","","",""
"","","Soranatota","","","5","18","","","","","5","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","204","828","2","4","0","0","204","1","0","0","0","0"
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","One person deid due"
"","","Badalkumbura","fLk; kio Heavy","2018.05.19","1","3","1","","","","","","","","",""
"ඌව/Cth","","","","","","","","","","","","","","","","to Tree Fallen"
"","","","Rain","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","",""
"","","Buttala","","","1","5","","","","","1","","","","",""
"Uva","","","","","","","","","","","","","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","",""
"","","Monaragala","","","3","14","","","","","3","","","","",""
"","මමොනරාගල","","fLk; kio Heavy","","","","","","","","","","","","",""
"","","Siyambalanduwa","","","1","4","","","","","1","","","","",""
"7","nkhdwhfiy","","Rain / දැඩි සුලග","2018.05.25 / 29","","","","","","","","","","","",""
"","","Thanamalvila","","","2","8","","","","","2","","","","",""
"","Moneragala","","fLk; fhw;W","","","","","","","","","","","","",""
"","","Medagama","High Wind","","1","5","","","","","1","","","","",""
"","","Badal kumbura","","","3","11","","","","","3","","","","",""
"","","","දැඩි සුලග","","","","","","","","","","","","",""
"","","Madulla","fLk; fhw;W  High","2018.05.30","2","5","","","","","2","","","","",""
"","","","Wind","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","14","55","1","0","0","0","13","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","218","883","3","4","0","0","217","1","0","0","0","0"
"","","Warakapola","","","36","110","","1","","1","31","","","","",""
"","","Kegalle","","","80","280","","1","","2","65","","","","",""
"","","Galigamuwa","","","38","151","","","","","9","1","","","",""
"","","","","","","","","","","","","","","","","One person deid due"
"","","Bulathkohupitiya","","","210","677","1","1","","","15","","","","",""
"","","","","","","","","","","","","","","","","to Cutting Failure"
"","","","ගංවතුර හා ඉවුරු","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","One person deid due to"
"","කෑගේල","Ruwanwella","කඩාවැටීම","","212","866","1","","","","22","1","","","",""
"","","","","","","","","","","","","","","","","Drowning"
"8","Nffhiy","","kz;rhpT","2018.05.20 /29","","","","","","","","","","","",""
"","","Deraniyagala","","","180","720","","","","","180","5","","","",""
"","Kegalle","","Flood & Cutting","","","","","","","","","","","","",""
"","","Dehiovita","","","559","2219","","","","","478","1","","","",""
"","","","Failure","","","","","","","","","","","","",""
"","","Aranayaka","","","151","470","","","","","27","","","","",""
"","","Yatiyanthota","","","21","120","","","","","21","1","","","",""
