"","Rathnapura","Heavy Rain","2023.09.11","1","4","","","","","","1","","","","",""
"රත්නපුර","","","","","","","","","","","","","","","",""
"","Kuruwita","High Wind","2023.09.11","2","4","","","","","","2","","","","",""
"1
,uj;jpdGhp","","","","","","","","","","","","","","","",""
"Rathnapura","","High Wind","2023.09.12","1","4","","","","","","1","","","","",""
"","Godakawela","","","","","","","","","","","","","","",""
"","","High Wind","2023.09.11-12","2","15","","","","","","2","","","","",""
"","Kalawana","Heavy Rain","2023.09.11","1","5","","","","","","1","","","","",""
"","Balangoda","High Wind","2023.09.12","1","1","","","","","","1","","","","",""
"","Kolonna","High Wind","2023.09.12","1","5","","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","15","48","","0","0","0","0","12","3","0","0","0","0"
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","",""
"","Aranayaka","High Wind","2023.09.08","1","4","","","","","","1","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"Sabaragamuwa","Ruwanwella","Heavy Rain","2023.09.08","1","4","","","","","","1","","","","",""
"කෑගල්ල","","","","","","","","","","","","","","","",""
"","Kegalle","High Wind","2023.09.09","1","5","","","","","","1","","","","",""
"Nffhiy      
2","","","","","","","","","","","","","","","",""
"Kegalle","","High Wind","2023.09.09","3","14","","","","","","3","","","","",""
"","Warakapola","","","","","","","","","","","","","","",""
"","","High Wind","2023.09.11-12","3","10","","","","","","3","","","","",""
"","Dehiowita","High Wind","2023.09.10","1","4","","","","","","1","","","","",""
"","Rambukkana","Tree Fallen","2023.09.11","1","4","","","","","","1","","","","",""
"","Deraniyagala","Tree Fallen","2023.09.12","2","7","","","","","","2","","","","",""
"","Galigamuwa","Tree Fallen","2023.09.12","7","27","","","","","","7","","","","",""
"","Yatiyanthota","Tree Fallen","2023.09.13","1","5","","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","21","84","","0","0","0","0","21","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","36","132","","0","0","0","0","33","3","0","0","0","0"
"මන්නාරම","","","","","","","","","","","","","","","",""
"kd;dhH    
3","Mannar Town","High Wind","2023.09.08","1","5","","","","","","1","","","","",""
"Mannar","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","5","","0","0","0","0","1","0","0","0","0","0"
"උතුරු පලාත","","","","","","","","","","","","","","","",""
"යාපනය 
tl khfhzk;","","","","","","","","","","","","","","","",""
"4
aho;g;ghzk;   
Northen ;","Karainagar","High Wind","2023.09.08","1","4","","","","","","1","","","","",""
"Jaffna","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","4","","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","2","9","","0","0","0","0","2","0","0","0","0","0"
"","Alawwa","Tree Fallen","2023.09.08","1","1","","","","","","1","","","","",""
"කුරුනෑගල","","","","","","","","","","","","","","","",""
"5
FUdhfy;","Polpithigama","Heavy Rain","2023.09.10","1","4","","","","","","1","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","","","","",""
"tlNky; khfhzk;","Pannala","Heavy Rain","2023.09.10","1","3","","","","","","1","","","","",""
"North Western","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","3","8","","0","0","0","0","3","0","0","0","0","0"
