"වවුනියාව","04","","","1","4"
"එකතුව","126 
 
23 
384 
1498 
1020","3537","","17481","62247"
"▪","බලපෑමට ලක් වූ දිසරික් සාංඛ්‍යාව","",":","","17"
"▪","බලපෑමට ලක් වූ ප්‍රාදේශිය දේකම් දකාට්ඨාශ සාංඛ්‍යාව","",":","","126"
"▪","මියයෑම","","",":          20",""
"▪","අතුරුදහන්","",":","","01"
"▪","තුවාල ලැබූ සාංඛ්‍යාව","",":","","05"
"▪","මුළු සුරක්ිත මධ්‍යසරථාන සාංඛ්‍යාව","",":","","23"
"▪","සුරක්ිත මධ්‍යසරථානයන්ි සිටින මුළු පවුේ සාංඛ්‍යාව","",":","","384"
"▪","සුරක්ිත මධ්‍යසරථානයන්ි සිටින මුළු පුේගල සාංඛ්‍යාව","",":","","1498"
"","▪  ඥාති නිවාස වල සිටින මුළු පවුේ සාංඛ්‍යාව","",":","","1020"
"","▪  ඥාති නිවාස වල සිටින මුළු පුේගල සාංඛ්‍යාව","",":","","3537"
"▪","බලපෑමට ලක් වූ මුළු පවුේ සාංඛ්‍යාව","",":","","17481"
"▪","බලපෑමට ලක් වූ මුළු පුේගල සාංඛ්‍යාව","",":","","62247"
"▪","මුළු අර්ධ්‍ හානි සාංඛ්‍යාව","",":","","960"
"▪","මුළු පූර්ණ හානි සාංඛ්‍යාව","",":","","18"
