"දිනය /jpfjp / Date : 20th  February  2020 at 1000hrs","","","","","","","","","","","","","","","","",""
"Cth khfhzk;","1
gJs;is     
Haldummulla","High Wind","2020.02.14","1","6","","","","","1","","","","","1","1","6 Haldummulla Community Hall"
"Uva","Badulla","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","6","0","0","0","0","1","","0","","0","1","1","6"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1","6","0","0","0","0","1","","0","","0","1","1","6"
"","Ruwanwella","","2020.01.17","220","900","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Distribution of drinking water"
"","කෑගල්ල","","","","","","","","","","","","","","","",""
"","Bulathkohupitiya","","2020.02.10","61","277","","","","","","","","","","","",""
"","2
Nffhiy","Drought","","","","","","","","","","","","","","",""
"","Deraniyagala","","2020.02.06","225","960","","","","","","","","","","","",""
"","Kegalle","","","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","Galigamuwa","","2020.02.13","75","312","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","581","2449","0","0","0","0","0","","0","","0","0","0","0"
"Sabaragamuwa","","","","","","","","","","","","","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","","",""
"","3
Eheliyagoda
,uj;jpdGhp","Drought","2020.02.07","1921","7959","","","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1921","7959","0","0","0","0","0","","0","","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","2502","10408","0","0","0","0","0","","0","","0","0","0","0"
"","නුවර","","","","","","","","","","","","","","","",""
"","4
Akurana
fz;b","Drought","2020.02.11","350","1213","","","","","","","","","","","",""
"","Kandy","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","350","1213","0","0","0","0","0","","0","","0","0","0","0"
"මධ්‍යම පලාත","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","නුවරඑලිය","","","","","","","","","","","","","","","",""
"Central","5
Ambagamuwa
Etnuypah","Fire","2020.02.16","8","32","","","","8","","","","","","1","8","32 Primary Government"
"","","","","","","","","","","","","","","","","","Dispensary"
"","Nuwara Eliya","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","8","32","0","0","0","8","0","","0","","0","1","8","32"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","358","1245","0","0","0","8","0","","0","","0","1","8","32"
"","Kalutara","","","19776","78359","","","","","","","","","","","",""
"","Beruwala","Dissolving salts","","22527","103665","","","","","","","","","","","",""
"","Panadura
කළුතර","in drinking water","","3604","17040","","","","","","","","","","","",""
"","6
fSj;Jiw   
Dodangoda","","2020.01.20","4545","13664","","","","","","","","","","","","Distribution of drinking water"
"Western","","","","","","","","","","","","","","","","",""
"Nky; khfhzk","Kalutara
Millaniya","","","480","1800","","","","","","","","","","","",""
"බස්ත්‍රනාහිර පලාත","Mathugama","Drought","","63","217","","","","","","","","","","","",""
"","Horana","","","180","780","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","51175","215525","0","0","0","0","0","","0","","0","0","0","0"
