"Kuruwita
Tree Fallen","2024.07.28/29
5","18","","","","","","5","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","13","43","","0","0","0","0","13","","0","0","","2","","4","21"
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","",""
"rg;ufKt 
Ruwanwell
High Wind","2024.07.28/29
2","6","","","","","","2","","1","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"Kegalle
Tree Fallen","2024.07.29
1","4","","","","","","1","","","","","","","",""
"කෑගල්ල","","","","","","","","","","","","","","","",""
"2
Yatiyantota
Tree Fallen","2024.07.29
5","19","","","","","","5","","2","","","","","",""
"Nffhiy    Kegalle","","","","","","","","","","","","","","","",""
"Galigamuwa
Tree Fallen","2024.07.29
2","7","","","","","","2","","","","","","","",""
"Rabukkana
Tree Fallen","2024.07.29
3","14","","","","","","3","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","13","50","","0","0","0","0","13","","3","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","26","93","","0","0","0","0","26","","3","0","","2","","4","21"
"කිලින ොච්චිය","","","","","","","","","","","","","","","","Drinking water is being"
"3
Karachchi
Drought
fpspnehr;rp","2024.06.24
239","732","","","","","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","","areas"
"Killinochchi","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","239","732","","0","0","0","0","0","","0","0","","0","","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"tl khfhzk; 
යොප ය","","","","","","","","","","","","","","","",""
"Northen
4
Chankanai
Drought
aho;g;ghzk  ;","2024.06.25
8118","25506","","","","","","","","","","","","","",""
"Jaffna","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","8118","25506","","0","0","0","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","8357","26238","","0","0","0","0","0","","0","0","","0","","0","0"
"අම්පොර","","","","","","","","","","","","","","","","02 Persons have gone"
"mk;ghiw    
5
Addalachchenai
Boat Missing","2024.07.13","","","","","2","","","","","","","","","","to sea for fishing"
"ැනග හිර පලොත","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","activities"
"Ampara","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Eastern","0","0","","0","0","2","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","0","0","","0","0","2","0","0","","0","0","","0","","0","0"
"","","","","","","","","","","","","","","","","Due to the High wind a"
"ගොල්ල","","","","","","","","","","","","","","","",""
"6
Elpitiya
Tree Fallen","2024.07.28
1","5","","","","","","1","","","","","","","","tree has fallen to roof"
"දකුනු පලොත","","","","","","","","","","","","","","","",""
"fhyp               Galle","","","","","","","","","","","","","","","","of  the house"
"njd; khfhzk;","","","","","","","","","","","","","","","",""
