"","ප්‍රාලද්ශිය","","",""
"දිසරික්කය","ලේකම්","ආපදාව","","සිදුවීම"
"","ලකාට්ටාසය","","",""
"රත්තනපුර","","","",""
"","","","•","2021.06.04 දින උදෑසන 191/දුම්බර මැදදපාළ ග්‍රාම"
"","","","","නිළධ්‍ාරී වසදම් නිවසක්මතට පසර කණ්ඩඩියක් කඩා"
"","අයගම","නාය යාම්","","වැටීම දහරතුදවන් ඒක් අදයකු මියදගාසර ඇති අතර ඒක්"
"","","","","අදයකු තුවාල ලබා ඇත. (අවුරුදු 16, දසත්තමිනි ලක්මාලි"
"","","","","දපදර්රා)"
"","","","•","2021.06.04 දින වලව්ව ග්‍රාම නිළධ්‍ාරී වසදම් 408/B,"
"","","පසර කඳු","","දපාේඅත්තත කදේ, මීන්නාන්න, ගැටහැත්තත යන"
"","ඇහැළියදගාඩ","","",""
"","","කඩාවැටීම්","","ලිපිනදේ නිවසක් මතට පසර කණ්ඩඩියක් කඩා වැටී ඒක්"
"","","","","පුේගලදයකු තුවාල ලබා දරෝහේ ගත කර ඇත."
"","","","","•  ඇහැලියදගාඩ - කරඳන මාර්ගදේ දම්මුේල ජිනරතන"
"","","නාය යාම්","",""
"","","","","පාසල අසල මාර්ගය ගිලා බැස ඇත."
"දකාළඹ","","","•","දියවන්නා ඔදේ ජල මට්ටම ඉහල යාම දහරතුදවන්"
"","","","","පාර්ලිදම්න්තු සංකීර්ණ මාර්ගය ජලදයන් යටවීම සහ"
"","දකෝට්දට්","ගාංවතුර","",""
"","","","","ඒම අවධ්‍ානම වැලක්වීම සඳහා වැලිදකාට්ට ගැසීම"
"","","","","සිදුකරනු ලබයි."
"","","","•","2021.06.03 දින නවගමුව ග්‍රාම නිලධ්‍ාරි වසදම් හරිත"
"","කඩුදවල","ගාංවතුර","","දනව්ව යන සරථානය නිවාස 8ක් , අඩි එකහමාරක් පමණ"
"","","","","ජලදයන් යටවීම."
"","","","•","2021.06.03 දින වැේලම්ිටිය බ්‍රැන්ඩියාවත්තත"
"","දකාදළාන්නාව","ගාංවතුර","",""
"","","","","ප්‍රදේශදේ නිවාස කිිපයක් පමණ ජලදයන් යටවී ඇත."
"","තිඹිරිගසරයාය","","•","2021.06.04 දින මාවිල පටුමඟ නිවාස 70ක් පමණ අඩි"
"","","ගාංවතුර","",""
"","(දදමටදගාඩ)","","","4ක් පමණ ජලදයන් යටවී ඇත."
"","","","•","2021.06.03 දින කිරිබත්තදගාඩ ප්‍රදේශදේ අතුරුමාර්ග"
"ගම්පහ","කැළණිය","ගාංවතුර","",""
"","","","","සහ නිවාස දබාදහාමයක් ජලදයන් යටවී ඇත."
"කළුතර","","","",""
"","","","•","2021.06.04 දින දපාකුණුවිට, වැලිකල ප්‍රදේශදේ"
"","දහාරණ","ගාංවතුර","",""
"","","","","නිවාස 3ක් පමණ ජලදයන් යටවී ඇත."
"","","","•","අටලුගම ප්‍රදේශදේ නිවාස 10ක් පමණ ජලදයන් යටවී"
"","බණ්ඩඩාරගම","ගාංවතුර","",""
"","","","","ඇත."
"","","","•","2021.06.04 දින උදෑසන දබේලන ග්‍රාම නිළධ්‍ාරී"
"","බදුරලිය","නාය යාම්","",""
"","","","","වසදම් නිවාස 3කට හානි සිදුවී ඇත."
"","","ජල පහරකට","•","2021.06.04 දින වයස අවුරුදු 15ක පිරිමි ළමදයකු කුඩා"
"පුත්තතලම","මහවැව","","",""
"","","ගසා ලගන යෑම","","ඇළ ජල පහරට හසු වී ගසා දගන දගාසර ඇත."
