"දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","1","7","0","0","0","0","1","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","3","14","0","0","0","0","3","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","4","16","0","0","0","0","4","0","0","0","0"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","……………………………………………………….","","","","","","","",""
"","","","J.M.A.R.Jayarathne","","","","","","","",""
"","","","Deputy Director (EOC) / Duty Officer","","","","","","","",""
"","","","For Director General","","","","","","","",""
