"","","බදුල්ල","Bandarawela","Flash Flood
2023.03.18","34","131","","","","","9","","","","",""
"","1","gJs;is","Lunugala","Cutting Failure
2023.03.16","1","4","","","","","1","","","","",""
"ඌව","","","","","","","","","","","","","","","",""
"","","Badulla","","","","","","","","","","","","","",""
"Cth khfhzk;","","","Ella","Heavy Rain
2023.03.15","1","4","","","","","1","","","","",""
"Uva","","","Ridimaliyadda","Heavy Rain
2023.03.14","1","3","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","107","382","0","6","0","3","49","0","0","1","70","240"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","107","382","0","6","0","3","49","0","0","1","70","240"
"","","","Balangoda","High Wind
2023.03.17","1","3","","","","","1","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","",""
"","","","Rathnapura","High Wind/Lightning
2023.03.19","4","10","","","","","4","","","","",""
"","2",",uj;jpdGhp","","","","","","","","","","","","","",""
"","","Rathnapura","Kuruvita","High Wind
2023.03.19","2","5","","","","","2","","","","",""
"","","","Pelmadulla","Cutting Failure
2023.03.20","3","10","","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","10","28","0","0","0","0","10","0","0","0","0","0"
"","","","Rambukkana","Tree Fallen
2023.03.18","10","30","","","","","7","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","",""
"","","","Bulathkohupitiya","Lightning
2023.03.19","1","4","","","","","1","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"Sabaragamuwa","3","","Yatiyanthota
Wind","2023.03.18","1","4","","","","","1","","","","",""
"","","කෑගල්ල","","","","","","","","","","","","","",""
"","","Nffhiy","Mawanella","Tree Fallen
2023.03.18/19","11","51","","","","","11","","","","",""
"","","Kegalle","","","","","","","","","","","","","",""
"","","","Dehiovita","Tree Fallen
2023.03.18","10","43","","","","","10","","","","",""
"","","","Deraniyagala","Tree Fallen/Lightning
2023.03.19","4","16","","","","","4","","","","",""
"","","","Galigamuwa","Tree Fallen
2023.03.16","4","13","","","","","4","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","41","161","0","0","0","0","38","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","51","189","0","0","0","0","48","0","0","0","0","0"
"","","","Higurakgoda","Tree Fallen","2","10","","","","","2","","","","",""
"","","පපාපලාන්නරුව","","","","","","","","","","","","","",""
"උතුරුමැද පලාත","4","nghyd;dWit","Medirigiriya","2023.03.19
Tree Fallen","16","61","","","","","16","","","","",""
"tlkj;jpa","","Polonnaruwa","","","","","","","","","","","","","",""
"","","","Welikanda","High Wind","9","38","","","","","6","","","","",""
"khfhzk;","","","","","","","","","","","","","","","",""
"North Central","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","27","109","0","0","0","0","24","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","27","109","0","0","0","0","24","0","0","0","0","0"
"","","යාපනය","","","","","","","","","","","","","",""
"","5","","Karaveddy","Lightning
2023.03.20","1","5","","1","","","1","","","","",""
"උතුරු පලාත","","aho;g;ghzk; Jaffna","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","",""
