"1
Haguranketha
Etnuypah","Cutting Failiture/Falsh","2025.01.29","78","291","","","","","75","","","","","","","","",""
"මධ්‍යම පලොත","","","","","","","","","","","","","","","","","",""
"Nuwara Eliya","Flood","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk; 
Kothmale","","","1","3","","","","","1","","","","","","","","",""
"Central","","","","","","","","","","","","","","","","","",""
"Nildandahinna","","","61","211","","","","","31","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","241","942","0","0","0","0","123","","","0","0","","0","0","0",""
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","241","942","0","0","0","0","123","","","0","0","","0","0","0",""
"හම්බන්තොට","","","","","","","","","","","","","","","","","",""
"`k;ghe;Njhl;il 
2
Okewela","High Wind","2025.02.02","1","3","","","","","1","","","","","","","","",""
"Hambantota","","","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","1","3","0","0","0","0","1","","","0","0","","0","0","0",""
"දකුණු පලොත","","","","","","","","","","","","","","","","","",""
"njd; khfhzk 
මොතර","","","","","","","","","","","","","","","","","",""
"khj;jiw       
3
Matara
Southern","Fishing Boat Accident","2025.02.07","","","1","","","","","","","","","","","","",""
"Matara","","","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","0","0","1","0","0","0","0","","","0","0","","0","0","0",""
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","1","3","1","0","0","0","1","","","0","0","","0","0","0",""
"රත්නපුර","","","","","","","","","","","","","","","","","",""
"4
Abilipitiya
,uj;jpdGhp 
සබරෙමුෙ පලොත","Tree Falling","2025.02.03","1","3","","","","","1","","","","","","","","",""
"Rathnapura
rg;ufKt","","","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Sabaragamuwa","","","1","3","0","0","0","0","1","","","0","0","","0","0","0",""
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","1","3","0","0","0","0","1","","","0","0","","0","0","0",""
"යොපනය","","","","","","","","","","","","","","","","","",""
"5
Sandilippay
aho;g;ghzk;","High Wind","2025.02.07","1","1","","","","","1","","","","","","","","",""
"උතුරු පලොත","","","","","","","","","","","","","","","","","",""
"Jaffna
tl khfhzk;","","","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Northen ;","","","1","1","0","0","0","0","1","","","0","0","","0","0","0",""
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","1","1","0","0","0","0","1","","","0","0","","0","0","0",""
"ත්‍රීකුණොමලය","","","","","","","","","","","","","","","","","",""
"6
Muthur
jp.kiy","High Wind","2025.02.07","2","11","","","","","3","","","","","","","","",""
"නැ්ෙනහිර පලොත","","","","","","","","","","","","","","","","","",""
"Trincomalee
fpof;F","","","","","","","","","","","","","","","","","",""
"Eastern
දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","2","11","0","0","0","0","3","","","0","0","","0","0","0",""
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","2","11","0","0","0","0","3","","","0","0","","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","246","960","1","0","0","0","129","","","0","0","","0","0","0",""
