"Eastern","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","2","6","0","0","0","0","2","0","0","0","0",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","2","6","0","0","0","0","2","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","5341","18473","8","17","0","21","4906","98","29","6","56","231"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","","…..............................................","","","","","","","","",""
"","","","","Commander R.G.T.S.Karunarathna","","","","","","","","",""
"","","","","Deputy Director/ Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
