"","","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","","","","","","","FLk;gq;f","",""
"","","மாவட்டம் District","","","","","","","People","People","KOik","","சேதங்கள்; Small,","","","","","","",""
"","","","","","","Families","People","","","","","Partially","","","Damages to","","f   No.","s;","Persons",""
"","","","Division","","","","","","","","Fully","","","","","","","","",""
"","","","","","","","","","","","","","Medium,","","critical","","of Safety","Families","",""
"","","","","","","","","","","","","","Enterprises","","Infrastructure","","Locations","","",""
"","","","","","","","","","","","","","Damages","","","","","","",""
"","","ගම්පහ","","","","","","","","","","","","","","","","","",""
"","1","fk;g`h","Diwulapitiya","Drought","2024.02.26","2351","7053","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","","","","",""
"","","Gampaha","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","","","","","",""
"බස්නාහිර පලාත","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","2351","7053","0","0","0","0","0","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","2351","7053","0","0","0","0","0","","0","","0","0","0","0",""
"","","","","Drought","2024.03.11","56","271","","","","","","","","","","","","",""
"","","","Warakapola","","","","","","","","","","","","","","","","",""
"","","","","High Wind","2024.03.27","1","4","","","","","1","","","","","","","",""
"","","","","Drought","2024.03.11","110","550","","","","","","","","","","","","",""
"","","","Ruwanwella","","","","","","","","","","","","","","","","",""
"","","","","High Wind","2024.03.28","9","33","","1","","","9","","","","","","","",""
"","","","","Drought","2024.03.14","80","289","","","","","","","","","","","","",""
"","","කෑගල්ල","Yatiyanthota","","","","","","","","","","","","","","","","","Drinking water is"
"","2","Nffhiy","","High Wind","2024.03.28-29","9","39","","","","","9","","","","","","","","distributing for"
"","","","","","","","","","","","","","","","","","","","","drought areas"
"","","Kegalle","","","","","","","","","","","","","","","","","",""
"","","","Dareniyagala","Drought","2024.03.17","95","394","","","","","","","","","","","","",""
"","","","","Drought","2024.03.19","160","672","","","","","","","","","","","","",""
"","","","Dehiovita","Fire","2024.03.28","","","","","","","","","1","","","","","",""
"","","","","Tree Fallen","2024.03.28","2","5","","","","","2","","","","","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","Galigamuwa","Drought","2024.03.18/19","175","637","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","",""
"","","","Rambukkana","High Wind","2024.03.28","1","3","","","","","1","","","","","","","",""
"","","","Mawanella","Tree Fallen","2024.03.29","1","6","","","","","1","","","","","","","",""
"","","","Bulathkohupitiya","Lightning","2024.03.31","1","4","","","","","1","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","700","2907","0","1","0","0","24","","1","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","700","2907","0","1","0","0","24","","1","","0","0","0","0",""
"","","","Eheliyagoda","High Wind","2024.03.29","2","8","","","","","2","","","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","","","","","",""
"","3",",uj;jpdGhp","Nivithigala","Tree Fallen","2024.03.30-31","3","5","","","","","3","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","","","","",""
"","","","Balangoda","High Wind","2024.03.31","1","1","","","","","1","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","6","14","0","0","0","0","6","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","6","14","0","0","0","0","6","","0","","0","0","0","0",""
"","","මන්නාරම","Nannattan","","","1","3","","1","","","","","","","","","","",""
"","4","kd;dhH","","Lightning","2024.03.27","","","","","","","","","","","","","","",""
"උතුරු පලාත","","Mannar","Musali","","","2","6","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","","","","",""
