"","","Dehiowita","","","","","","","3","12","","","","","","3"
"","","Mawanella","","","","","","","27","64","","","","","11","2"
"","","Warakapola","","","","","","1
2","3","12","","","","","2","1"
"","","Bulathkohupitiya","","2020.05.21","","","","","4","16","","","","","1","1"
"","","Rambukkana","","","","","","","3","10","","","","","3",""
"","","Aranayaka","","","","","","","1","5","","","","","","1"
"","කෑගල්ල","","","","","","","","","","","","","","",""
"","1","Kegalle","","","","","","","2","9","","","","","1","1"
"","Nffhiy   Kegalle","","","","","","","","","","","","","","",""
"","","Dehiowita","High wind","","","","","","1","6","","","","","","1"
"","","Mawanella","Tree Fallan","","","","","","1","5","","","","","1",""
"","","","","2020.05.22","","","","","","","","","","","",""
"","","Aranayake","High wind","","","","","","2","9","","","","","1","1"
"","","Kegalle","Cutting Failure","","","","","","1","4","","","","","1",""
"","","Dehiowita","High wind","","","","","5
20","5","36","","","","","5",""
"","","Bulathkohupitiya","","","","","","","22","73","","","","","","1"
"","","","Cutting Failure /","","","","","","","","","","","","",""
"","","Mawanella","","2020.05.24","","","","","1","7","","","","","1",""
"","","","High wind","","","","","","","","","","","","",""
"","","Deraniyagala","","","","","","","10","47","","","","","10",""
"","","Ruwanwella","Lightning","","","","","","2","8","","","","","","2"
"","","Yatiyantota","High wind","2020.05.26","","","","","3","13","","","","","3",""
"","","Deraniyagala","Cutting Failure","","","","","","7","25","","","","","7",""
"","","Kegalle","","","","","","","1","3","","","","","1",""
"","","Galigamuwa","High wind","","","","","","1","5","","","","","1",""
"සබරගමුෙ පලාත","","","","","","","","","","","","","","","",""
"rg;ufKt","","Daraniyagala","","2020.05.27","","","","","5","19","","","","","5",""
"","","","Lightning","","","","","","","","","","","","",""
"Sabaragamuwa","","Mawanella","","","","","","","2","8","","","","","2",""
"","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","0","0","0","7
24","151","571","0","1","0","1","88","21"
"","","Palmadulla","","","2","7","31","","1407","5085","1","","","14","1095",""
"","","Opanayaka","","","","","","","372","1266","","","","4","31",""
"","","Eheliyagoda","","","","","","","6","20","","","","","6",""
"","","Ayagama","","","","","","1
4","294","773","","","","1","51",""
"","","Embilipitiya","","","","","","","10","37","","","","","10",""
"","","Rathnapura","","","1","3","11","","2014","8216","2","","","1","400",""
"","","Kahawattha","","","","","","3
12","48","203","","","","","8",""
"","","Kiriella","","","","","","","156","690","","","","","11",""
"","","","Flood and","","","","","","","","","","","","",""
"","","Kalawana","","2020.05.19","","","","","33","114","","","","","28",""
"","","","Landslide","","","","","","","","","","","","",""
"","","Elapatha","","","","","","2
5","272","966","","","","2","53",""
"","","Nivithigala","","","","","","","86","280","","","","","15",""
"","","Ibulpe","","","","","","","36","138","","","","","35",""
"","රත්නපුර ,uj;jpdGhp","","","","","","","","","","","","","","",""
"","2","Balangoda","","","2","17","73","","304","1120","","","","1","188",""
"","Rathnapura","","","","","","","","","","","","","","",""
"","","Kolonna","","","","","","1
4","33","117","","","","1","32",""
"","","Weligapola","","","","","","","58","213","","","","1","10",""
"","","Kuruvita","","","","","","10
36","92","360","","","","","23",""
"","","Godakawala","","","","","","","24","84","","","","","23",""
"","","Ibulpe","High Wind","","","","","","6","25","","","","","6",""
"","","","","2020.05.22","","","","","","","","","","","",""
"","","Kiriella","Lightning","","","","","","1","5","","","","","1",""
"","","Rathnapura","","2020.05.23","","","","","8","36","","","","","7",""
"","","Kalawana","","","","","","","8","15","","","","","6",""
"","","Eheliyagoda","","","","","","","6","27","","","","","6",""
"","","","High Wind","","","","","","","","","","","","",""
"","","Nivithigala","","2020.05.24","","","","","3","10","","","","","3",""
