"සබරෙමුෙ පලොත","","","","","","","","","","","","","","","",""
"Bulathkohupitiya
Fire","2024.08.12
1","4","","","","","","1","","","","","","","",""
"කෑෙල්ල         
rg;ufKt","","","","","","","","","","","","","","","",""
"2
Nffhiy          
Dereniyagala
Tree Fallen
Sabaragamuwa","2024.08.13
1","4","","","","","","1","","","","","","","",""
"Kegalle","","","","","","","","","","","","","","","",""
"Yatiyanthota
Tree Fallen","2024.08.13
1","4","","","","","","1","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","3","12","","0","0","0","0","3","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","3","12","","0","0","0","0","3","","0","0","","1","","3","17"
"කිලිනනොච්චිය","","","","","","","","","","","","","","","","Drinking water is being"
"3
Karachchi
Drought
fpspnehr;rp","2024.06.24
239","732","","","","","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","","areas"
"Killinochchi","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","239","732","","0","0","0","0","0","","0","0","","0","","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"යොපනය 
tl khfhzk;","","","","","","","","","","","","","","","",""
"4
Chankanai
Drought
aho;g;ghzk  ; 
Northen","2024.06.25
8118","25506","","","","","","","","","","","","","",""
"Jaffna","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","8118","25506","","0","0","0","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","8357","26238","","0","0","0","0","0","","0","0","","0","","0","0"
"අම්පොර","","","","","","","","","","","","","","","","02 Persons have gone"
"mk;ghiw    
5
Addalachchenai
Boat Missing","2024.07.13","","","","","1","","","","","","","","","","to sea for fishing"
"නැනෙනහිර පලොත","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","activities"
"Ampara","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","",""
"Eastern
දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","0","0","","0","0","1","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","0","0","","0","0","1","0","0","","0","0","","0","","0","0"
"බදුල්ල","","","","","","","","","","","","","","","","Drinking water is being"
"gJs;is    
6
Badulla
Drought","2024.07.29
164","656","","","","","","","","","","","","","","distributed for drought"
"ඌෙ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","areas"
"Badulla","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","",""
"Uva","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","164","656","","0","0","0","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","164","656","","0","0","0","0","0","","0","0","","0","","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","8524","26906","","0","0","1","0","3","","0","0","","1","","3","17"
