"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","5908","20232","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","6151","21331","0","2","0","6","134","0","0","1","16","64"
"","","","Sooriyawewa","","32","154","","","","","","","","","",""
"","","","Thissamaharamaya","","3352","14051","","","","","","","","","",""
"","","හම්බන්නතොට","Lunugamwehera","","30","120","","","","","","","","","",""
"","15","`k;ghe;Njhl;il","Agunukolapelassa","2018.08.10
Drought","495","2010","","","","","","","","","",""
"","","Hambantota","Okewela","","65","269","","","","","","","","","",""
"","","","Weeraketiya","","220","790","","","","","","","","","",""
"දකුනු","","","","","","","","","","","","","","","",""
"","","","Ambalanthota","","553","2328","","","","","","","","","",""
"පලාත/njd;","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","4747","19722","0","0","0","0","0","0","0","0","0","0"
"khfhzk;/","","","","","","","","","","","","","","","",""
"","","","Hikkaduwa","","2","8","","","","","","","","","",""
"Southern/ ;","","","","","","","","","","","","","","","",""
"","","ගාල්ල","Karandeniya","","5","11","","","","","5","","","","",""
"","","","","High Wind
2018.09.25","","","","","","","","","","","",""
"","16","fhyp","Akmeemana","","1","3","","","","","1","","","","",""
"","","Galle","Elpitiya","","3","12","","","","","3","","","","",""
"","","","Nagoda","Rock Fallen
2018.09.28","1","5","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif    District Total","","","12","39","0","0","0","0","10","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","4759","19761","0","0","0","0","10","0","0","0","0","0"
"","","","","Lightning
2018.09.27","1","3","","","","","1","","","","",""
"","","","Ruwanwella","","","","","","","","","","","","",""
"සබරගමුව","","කෑගල්ල","","","58","387","","","","","","","","","",""
"පලාත/rg;ufK","17","Nffhiy","Galigamuwa","","58","232","","","","","","","","","",""
"","","","","Drought
2018.09.10","","","","","","","","","","","",""
"t/","","Kegalle","Deraniyagala","","13","52","","","","","","","","","",""
"Sabaragam","","","Kegalle","","35","176","","","","","","","","","",""
"uwa/","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","165","850","0","0","0","0","1","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","165","850","0","0","0","0","1","0","0","0","0","0"
"","","","Wallawaya","2018.08.01","350","1400","","","","","","","","","",""
"","","නමොනරාගල","","","","","","","","","","","","","",""
"","","","Monaragala","2018.07.02","600","2000","","","","","","","","","",""
"","18","nkhdwhfiy","","Drought","","","","","","","","","","","",""
"","","","Buttala","2018.07.02","315","1417","","","","","","","","","",""
"","","Moneragala","","","","","","","","","","","","","",""
"","","","Tanamalwila","2018.06.01","2131","7052","","","","","","","","","",""
"ඌව/Cth","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","3396","11869","0","0","0","0","0","0","0","0","0","0"
"khfhzk;/U","","","","","","","","","","","","","","","",""
"va","","බදුල්ල","","","","","","","","","","","","","",""
"","19","","Mahiyanganaya","Drought
2018.09.11","1294","4524","","","","","","","","","",""
"","","gJs;is Badulla","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1294","4524","0","0","0","0","0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","4690","16393","0","0","0","0","0","0","0","0","0","0"
