"4","16","0","0","0","0","3","0","0","0","0","0",""
"4","16","0","0","0","0","3","0","0","0","0","0",""
"176","736","1","2","0","6","27","0","0","10","116","490","0"
"","","ර෈ජක෈රි භ෈ර නිළධ෈රි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","","",""
"","","මාධය ප්‍රකා඾ක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","","",""
"","","ෆ෉ක්ස෇/ njhiy efy; / Fax:                  0112670079","","","","","","","","","",""
"","","විදුත් ත෉ප෉ල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","","",""
"","","වලබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","","",""
"","","……………………………………………………….","","","","","","","","","",""
"","","Thushitha Waidyarathne","","","","","","","","","",""
"","","Assistant Director  / Duty Officer","","","","","","","","","",""
"","","For Director General","","","","","","","","","",""
