"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","212","759","0","2","0","0","210","0","0","3","36","146"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","219","784","0","2","0","0","217","0","0","3","36","146"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","54569","206203","24","16","1","60","5348","783","8","83","1288","5162"
"","","","ආපදා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","H.D.G.Priyantha","","","","","","","","",""
"","","","Deputy Director","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
