"","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු ghjpf;fg;gl;l","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","Administrative purview","","","Affected","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","",""
"","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","","","",""
"","","","ආරම්භක දිනය","","","පුද්ගලයින්","න්වූ","","","","","","",""
"","","","mdu;j;jk;","","මිය යෑම්","","පුද්ගලයින්","","","","","","",""
"","","ආපදාව","","","","","","","","","","","",""
"පළාත khfhzk;","","","","","kuzq;f","fhakil","fhzhky;","","","කුඩා හා මධය","","","","ලවනත් කරුණු                 NtW"
"#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","",""
"","","","","","s;","e;NjhH","NghNdhH","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","","Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","","","","","","",""
"","","Disaster","Date of","","Deaths","","","","","පහසුකම් වලට වූ 
ස්ත්‍
රථාන சிறிய,","","ස්ත්‍
රථාන  
පවුේ","",""
"","","","","","","","","පූර්ණ","","","","","",""
"","ප්‍රා.ලේ. ලකා","","commenced","පවුේ ස්ත්‍ංඛ්‍යාව  
පුද්ගලයින්","","Injured","Missing","අර්ධ හානි","","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","දිස්ත්‍රික්කය","","","","","","","හානි","","","","","",""
"","","","","","","People","People","","","நிறுவனங்களின்","","","",""
"","gpuNjr nra.gp     DS","","","FLk;gq;fs; 
egHfs;","","","","gFjpasT","","","fl;likg;Gf;fs;","vz;zpf;i
FLk;gq;f","egHfs;",""
"","மாவட்டம் District","","","","","","","KOik","","","","","",""
"","","","","Families
People","","","","Partially","","சேதங்கள்; Small, 
Damages to","","s; 
f   No.","Persons",""
"","Division","","","","","","","Fully","","","","","",""
"","","","","","","","","","","Medium, 
critical","","Families
of Safety","",""
"","","","","","","","","","","Enterprises 
Infrastructure","","Locations","",""
"","","","","","","","","","","Damages","","","",""
"","","Highwind & Cutting","","","","","","","","","","","",""
"","Kuruwita","","2022.11.01","1
5","","","","","1","","","","",""
"","","failure","","","","","","","","","","","",""
"","Godakawela","High Wind","","2
5","","","","","1","","","","",""
"","","","2022.11.01","","","","","","","","","","",""
"","","Fire","","1
2","","","","","1","","","","",""
"","","Cutting Faliure","2022.11.09","1
4","","","","","1","","","","",""
"","Kiriella","Lightning","2022.11.01","1
5","","","","","1","","","","",""
"","","Heavy Rain/High wind","2022.11.01","2
5","","","","","2","","","","",""
"","රත්නපුර","","","","","","","","","","","","",""
"","Opanayaka","","","","","","","","","","","","",""
"1",",uj;jpdGhp","","","","","","","","","","","","",""
"","","Fire","2022.11.01","1
1","","","","","1","","","","",""
"","Rathnapura","","","","","","","","","","","","",""
"","","Flood","","2
2","","2","","","","","","","",""
"","","Landslide","2022.11.09","4
17","","","","","4","","","","",""
"","Kolonna","","","","","","","","","","","","",""
"","","Lightning","","1
2","","","","","1","","","","",""
"","","Land Slide","2022.11.10","1
3","","","","","1","","","","",""
"","Balangoda","Heavy Rain/High wind","2022.11.01","1
3","","","","","1","","","","",""
"","kahawatta","Heavy Rain","2022.11.10","1
4","","","","","1","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","19
58","0","2","0","0","16","0","0","0
0","0",""
"","Yatiyantota","Lightnng","2022.11.07","1
2","","","","","1","","","","",""
"","","Heavy Rain","2022.11.07","1
3","","","","","1","","","","",""
"","","Lightning","2022.11.04","1
4","","","","","1","","","","",""
"","Warakapola","Heavy Rain","2022.11.07","1
3","","","","","1","","","","",""
"","","Cutting Faliure","2022.11.07","1
4","","","","","1","","","","",""
"සබරගමුව පලාත","","","","","","","","","","","","","",""
"","","Heavy rain","2022.11.13","2
4","","","","","2","","","","",""
"rg;ufKt","","","","","","","","","","","","","",""
"Sabaragamuwa","","Lightning","2022.11.05","4
19","","","","","4","","","","",""
"","","Rock Fallen","2022.11.05","1
3","","","","","1","","","","",""
"","Ruwanwella","","","","","","","","","","","","",""
"","","Tree Fallen","2022.11.06","2
8","","","","","2","","","","",""
