"","තත්ත්ල ලාර්තාල (නියඟය) - ශ්‍රී ඼ංකාල / epiyik mwpf;if - ,yq;if/ Drought Situation Report- SriLanka","","","","","","","","","","",""
"","දිනය /jpfjp / Date : 26th  September 2019 at 1800hrs","","","","","","","","","","",""
"","ලේකම් -රාජ්‍ය පරිපා඼න, ආපදා කළමනාකරණ හා පශු සම්පත් සංලර්ධන අමාතයාං඾ය / சே஬யார஭், சபாது நி஭்வாக ஫ம்று஫்  அன஭்த்த முகாம஫த்துவ அம஫ே்சு / Secretary, Ministry of Public Administration & Disaster Management","","","","","","","","","","",""
"රාජ්‍ය පරිපා඼න සහ ආපදා කළමනාකරණ අමාතයාං඾ය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌ஭வ பி஭மைக்கு தனி஬ா஭் சே஬யார஭் சபாது நி஭்வாக ஫ம்று஫்  அன஭்த்த முகாம஫த்துவ அம஫ே்ே஭் / Private Secretary to the Hon. Minister of Public Administration & Disaster Management","","","","","","","","","","","",""
"","","","","","","","නිලාස හානි","","","","",""
"","පරිපා඼න ප්‍රලද්඾ය நி஭்வாகப் பி஭ிவு","","","බ඼පෑමට ඼ක්වු","","","Nrjkile;j","ලලනත් හානි பிம பாதிப்புகர்","","","ආරක්ෂිත ස්ථාන ghJfhg;ghd",""
"","Administrative purvie","","","ghjpf;fg;gl;l Affected","","අතුරුදහ","tPLfs; Houses","Other Damages","","","miktplk; Safe Location",""
"","","","","","තුලා඼වු","න්වූ","Damaged","","","","",""
"","","","","","පුද්ග඼යි","පුද්ග඼යි","","","","","",""
"","","","ආරම්භක දිනය","","","","","","","","",""
"","","","","","න්","න්","","","","","",""
"පළාත","","ආපදාල","mdu;j;jk;","මිය යෑම්","","","","කුඩා හා මධය","ඉතා ලැදගත්","","","ලලනත් කරුණු"
"","","","","","fhaki","fhzh","","","","ආරක්ෂිත","",""
"khfhzk;","#","mdHj;jk;","Muk;gpj;j jpfjp","kuzq;fs;","","","","පරිමාණ ලයාපාරික","","","","NtW Fwpg;Gf;fs;"
"","","","","","","","අර්ධ","","යටිත඼ පහසුකම්","ස්ථාන","",""
"","","","","","le;NjhH","ky;Ngh","","","","","පවුේ",""
"Province","","Disaster","Date of","Deaths","","","පූර්ණ","ස්ථාන சிறி஬,","ල඼ට වූ හානි","","","Remarks"
"","","","","","","NdhH","හානි","","","සංඛ්‍යාල","",""
"","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකො","පවුේ සංඛ්‍යාල","පුද්ග඼යින්","","","","நடுத்த஭,","","","පුද්ග඼යින් 
සංඛ්‍යාල",""
"","","","commenced","","","","හානි 
gFjpa","","mbg;gilf;","vz;zpf;i","",""
"","஫ாவட்ட஫்","gpuNjr nra.gp","FLk;gq;fs;","egHfs;","Injured","Missin","","நிறுவனங் கரி","","","egHfs; 
FLk;gq;",""
"","","","","","","","sT 
KOik","ன
்  சேதங் கர்","fl;likg;Gf;fs;","f   No.","",""
"","District","DS Division","Families","People","People","g","","","","","fs; 
Persons",""
"","","","","","","","Partiall
Fully","Small, Medium,","Damages to","of Safety","",""
"","","","","","","People","","","","","Families",""
"","","","","","","","y","Enterprises","critical","Location","",""
"","","","","","","","","Damages","Infrastructure","s","",""
