"ඌව","","","","","","","","","","","","","","","","Tea Factory"
"","","Badulla","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","",""
"Uva","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","70","240","0","6","0","3
37","0","0","1","70","240"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","70","240","0","6","0","3
37","0","0","1","70","240"
"","","අම්පාර","Mahoya","","2023.04.12","649","2192","","","","","","","","",""
"","2","mk;ghiw","Pothuvil","Drought","2023.04.17","2639","8926","","","","","","","","",""
"","","Ampara","","","","","","","","","","","","","",""
"","","","Lahugala","","2023.04.17","143","510","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","3431","11628","0","0","0","0
0","0","0","0","0","0"
"","","","Muthur","","","237","779","","","","","","","","",""
"නැගෙනහිර පලාත","","","","","","","","","","","","","","","",""
"fpof;F","","ත්‍රීකුණාමලය","Kinniya","","","344","893","","","","","","","","",""
"Eastern","3","jp.kiy","Seruwila","Drought","2023.04.24","1283","4323","","","","","","","","","Providing Drinking Water"
"","","Trincomalee","","","","","","","","","","","","","",""
"","","","Kuchchaveli","","","1038","3364","","","","","","","","",""
"","","","Verugal","","","19","55","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2921","9414","0","0","0","0
0","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","6352","21042","0","0","0","0
0","0","0","0","0","0"
"","","යාපනය","","","","","","","","","","","","","",""
"","4","","Kayts","Lightning","2023.04.26","5","19","","","","","","","","",""
"","","aho;g;ghzk; Jaffna","","","","","","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","5","19","0","0","0","0
0","0","0","0","0","0"
"උතුරු පලාත","","","","","","","","","","","","","","","",""
"tl khfhzk;","","මුලතිව්","","","","","","","","","","","","","",""
"Northen","5","Ky;iyj;jPT","Puthukudiyiruppu","Lightning","2023.04.21","1","6","","1","","1","","","","",""
"","","Mulaitivu","","","","","","","","","","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","6","0","1","0","0
1","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","6","25","0","1","0","0
1","0","0","0","0","0"
"","","","Dehiowita","Cutting Failure","2023.04.27","2","7","","","","2","","","","",""
"","","","","High Wind","2023.04.25/26","5","15","","","","5","1","","","",""
"","","","Bulathkohupitiya","","","","","","","","","","","","",""
"","","","","Lightning","2023.04.26","4","12","","","","4","","","","",""
"","","","Kegalle","Tree Fallen","2023.04.26","1","4","","","","1","","","","",""
"","","කෑෙල්ල","","","","","","","","","","","","","",""
"","","","Yatiyantota","Lightning","2023.04.26","3","13","","","","3","1","","","",""
"","6","Nffhiy","","","","","","","","","","","","","",""
"","","","Warakapola","Tree Fallen","2023.04.26","1","5","","","","1","","","","",""
"","","Kegalle","","","","","","","","","","","","","",""
"","","","","Lightning","2023.04.26","1","4","","","","1","","","","",""
"","","","Ruwanwella","","","","","","","","","","","","",""
"සබරෙමුව පලාත","","","","","","","","","","","","","","","",""
"","","","","Tree Fallen","2023.04.26","2","11","","","","2","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","","","Lightning","2023.04.26","6","21","","","","6","","","","",""
"Sabaragamuwa","","","Galigamuwa","","","","","","","","","","","","",""
"","","","","Tree Fallen","2023.04.26","16","47","","","","16","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","41","139","0","0","0","0
41","2","0","0","0","0"
"","","රත්නපුර","Kahawatte","High Wind","2023.04.27","2","6","","","","2","","","","",""
"","7",",uj;jpdGhp","Balangoda","High Wind","2023.04.27","1","5","","","","1","","","","",""
"","","Rathnapura","","","","","","","","","","","","","",""
"","","","Ehaliyagoda","Lightning","2023.04.27","5","14","","","","5","","","","",""
"","","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","8","25","0","0","0","0
8","0","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","49","164","0","0","0","0
49","2","0","0","0","0"
