doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_weather_forecasts	2026-08-31-05-30-weather-forecast--16b07aaa	05-30-weather-forecast-tamil-language	2026-08-31	Weather Forecast (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_31__1788138653.pdf	05:30	1788134400.0
lk_dmc_weather_forecasts	2026-08-31-05-30-weather-forecast	05-30-weather-forecast	2026-08-31	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_31__1788136746.pdf	05:30	1788134400.0
lk_dmc_weather_forecasts	2026-08-30-16-00-weather-forecast--2c3f4dc6	16-00-weather-forecast-tamil-language	2026-08-30	Weather Forecast (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1600hrs_on_30__1788088795.pdf	16:00	1788085800.0
lk_dmc_weather_forecasts	2026-08-30-16-00-weather-forecast	16-00-weather-forecast	2026-08-30	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1600hrs_on_30__1788087267.pdf	16:00	1788085800.0
lk_dmc_weather_forecasts	2026-08-30-16-00-warm-weather-advisory	16-00-warm-weather-advisory	2026-08-30	Warm Weather Advisory	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_2026__1788086166.pdf	16:00	1788085800.0
lk_dmc_weather_forecasts	2026-08-30-16-00-warm-weather-advi-527ccc1e	16-00-warm-weather-advisory-tamil-language	2026-08-30	Warm Weather Advisory (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_2026__1788088463.pdf	16:00	1788085800.0
lk_dmc_weather_forecasts	2026-08-30-16-00-advisory-for-high-waves	16-00-advisory-for-high-waves	2026-08-30	Advisory for High Waves	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_High_Waves_at_1600hrs_on_30__1788087004.pdf	16:00	1788085800.0
lk_dmc_weather_forecasts	2026-08-30-16-00-advisory-for-high-d17c2b50	16-00-advisory-for-high-waves-tamil-language	2026-08-30	Advisory for High Waves (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_High_Waves_at_1600hrs_on_30__1788088606.pdf	16:00	1788085800.0
lk_dmc_weather_forecasts	2026-08-30-14-00-weather-forecast--eb2ff5a1	14-00-weather-forecast-tamil-language	2026-08-30	Weather Forecast (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1400hrs_on_30__1788080771.pdf	14:00	1788078600.0
lk_dmc_weather_forecasts	2026-08-30-14-00-weather-forecast	14-00-weather-forecast	2026-08-30	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1400hrs_on_30__1788079675.pdf	14:00	1788078600.0
lk_dmc_weather_forecasts	2026-08-30-10-30-advisory-for-stro-36edfdaa	10-30-advisory-for-strong-windstamil-language	2026-08-30	Advisory for Strong winds(Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_Strong_Winds_and_Rough_Seas_at_1030hrs_on_30__1788072009.pdf	10:30	1788066000.0
lk_dmc_weather_forecasts	2026-08-30-10-30-advisory-for-stro-349c2b88	10-30-advisory-for-strong-winds-and-rough-seas	2026-08-30	Advisory for Strong Winds and Rough Seas	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_Strong_Winds_and_Rough_Seas_at_1030hrs_on_30__1788067630.pdf	10:30	1788066000.0
lk_dmc_weather_forecasts	2026-08-30-05-30-weather-forecast	05-30-weather-forecast	2026-08-30	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_29__1788048902.pdf	05:30	1788048000.0
lk_dmc_weather_forecasts	2026-08-29-20-00-2026----3031---01	20-00-2026----3031---01	2026-08-29	අ.පො.ස. (උ.පෙ) විභාගය 2026 වෙනුවෙන් අගෝස්තු මස 30,31 සහ සැප්තැම්බර් 01 දින සඳහා කාලගුණ අනාවැකිය	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/අ__1788016732.pdf	20:00	1788013800.0
lk_dmc_weather_forecasts	2026-08-29-16-30-warm-weather-advi-f37ba965	16-30-warm-weather-advisory-tamil-language	2026-08-29	Warm Weather Advisory (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_29__1788001612.pdf	16:30	1788001200.0
lk_dmc_weather_forecasts	2026-08-29-16-00-weather-forecast--2c3f4dc6	16-00-weather-forecast-tamil-language	2026-08-29	Weather Forecast (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1600hrs_on_29__1788001970.pdf	16:00	1787999400.0
lk_dmc_weather_forecasts	2026-08-29-16-00-warm-weather-advi-73de117c	16-00-warm-weather-advisory-report	2026-08-29	Warm Weather Advisory Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_29__1788000180.pdf	16:00	1787999400.0
lk_dmc_weather_forecasts	2026-08-29-16-00-advisory-for-high-d17c2b50	16-00-advisory-for-high-waves-tamil-language	2026-08-29	Advisory for High Waves (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_High_Waves_at_1600hrs_on_29__1788001838.pdf	16:00	1787999400.0
lk_dmc_weather_forecasts	2026-08-29-15-20-advisory-for-stro-826e5a24	15-20-advisory-for-strong-winds-and-rough-seas-tamil-language	2026-08-29	Advisory for strong winds and rough seas (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_strong_winds_and_rough_seas_at_1030hrs_on_29__1787997672.pdf	15:20	1787997000.0
lk_dmc_weather_forecasts	2026-08-29-14-00-weather-forecast--eb2ff5a1	14-00-weather-forecast-tamil-language	2026-08-29	Weather Forecast (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1400hrs_on_29__1787997552.pdf	14:00	1787992200.0
lk_dmc_weather_forecasts	2026-08-29-14-00-weather-forecast	14-00-weather-forecast	2026-08-29	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1400hrs_on_29__1787993932.pdf	14:00	1787992200.0
lk_dmc_weather_forecasts	2026-08-29-07-00-weather-forecast--bfbc3c2a	07-00-weather-forecast-tamil-language	2026-08-29	Weather Forecast (Tamil Language)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_29__1787969770.pdf	07:00	1787967000.0
lk_dmc_weather_forecasts	2026-08-29-05-30-weather-forecast	05-30-weather-forecast	2026-08-29	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_29__1787962039.pdf	05:30	1787961600.0
lk_dmc_weather_forecasts	2026-08-28-16-00-weather-forecast	16-00-weather-forecast	2026-08-28	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1600hrs_on_28__1787914910.pdf	16:00	1787913000.0
lk_dmc_weather_forecasts	2026-08-28-16-00-warm-weather-advisory	16-00-warm-weather-advisory	2026-08-28	Warm Weather Advisory	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_28__1787913425.pdf	16:00	1787913000.0
lk_dmc_weather_forecasts	2026-08-28-14-00-weather-forecast	14-00-weather-forecast	2026-08-28	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1400hrs_on_28__1787908874.pdf	14:00	1787905800.0
lk_dmc_weather_forecasts	2026-08-28-10-30-advisory-for-stro-349c2b88	10-30-advisory-for-strong-winds-and-rough-seas	2026-08-28	Advisory for Strong Winds and Rough Seas	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_Strong_Winds_and_Rough_Sea_at_1030hrs_on_2026__1787895904.pdf	10:30	1787893200.0
lk_dmc_weather_forecasts	2026-08-28-05-30-weather-forecast	05-30-weather-forecast	2026-08-28	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_28__1787875637.pdf	05:30	1787875200.0
lk_dmc_weather_forecasts	2026-08-27-16-00-weather-forecast	16-00-weather-forecast	2026-08-27	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1600hrs_on_27__1787826826.pdf	16:00	1787826600.0
lk_dmc_weather_forecasts	2026-08-27-16-00-warm-weather-advisory	16-00-warm-weather-advisory	2026-08-27	Warm Weather Advisory	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Warm_Weather_Advisory_at_1600hrs_on_27__1787829593.pdf	16:00	1787826600.0
lk_dmc_weather_forecasts	2026-08-27-14-00-weather-forecast	14-00-weather-forecast	2026-08-27	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_1400hrs_on_27__1787821365.pdf	14:00	1787819400.0
lk_dmc_weather_forecasts	2026-08-27-10-30-advisory-for-stro-349c2b88	10-30-advisory-for-strong-winds-and-rough-seas	2026-08-27	Advisory for Strong Winds and Rough Seas	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Advisory_for_Strong_Winds_and_Rough_Sea_at_1030hrs_on_2026__1787815780.pdf	10:30	1787806800.0
lk_dmc_weather_forecasts	2026-08-27-08-00-sea-areas-around--2f930ea5	08-00-sea-areas-around-the-island-repot	2026-08-27	Sea Areas Around the island Repot	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Sea_Areas_Around_the_island_Repot_at_0700hrs_on_2026__1787798077.pdf	08:00	1787797800.0
lk_dmc_weather_forecasts	2026-08-27-05-30-weather-forecast	05-30-weather-forecast	2026-08-27	Weather Forecast	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=274&report_type_id=2&lang=si-ta-en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Weather_Repot_at_0530hrs_on_27__1787789379.pdf	05:30	1787788800.0
