"","Weather Forecast for Main Cities","","","","23-Mar-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","24","95","60","Several spells of showers"
"Batticaloa","32","26","90","85","Showers or thundershowers at times"
"Colombo","32","26","90","60","Showers or thundershowers after 2.00p.m"
"Galle","33","26","90","75","Showers or thundershowers after 2.00p.m"
"Jaffna","33","24","95","60","A few showers"
"Kandy","33","22","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","22","15","95","65","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","25","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","33","27","90","65","Showers or thundershowers at times"
"Mannar","33","26","95","65","Showers or thundershowers after 2.00p.m"
