"","","කෑගල්ල Nffhiy","Warakapola","Cutting Failiture","4","15","1","","","","","","","","","",""
"","1","","","2021.05.13","","","","","","","","","","","","",""
"","","Kegalle","Aranayake","Tree fallan","1","2","","","","","1","","","","","",""
"","","","Dehiovita","Flood & Cutting Failiture","161","529","","","","","2","","","","","",""
"","","","Daraniyagala","Cutting Failiture","33","122","","","","","10","","","","","",""
"ස්ත්‍බරගමුව පලොත","","","Yatiyanthota","Cutting Failiture","25","98","","","","","1","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"","","","Mavanella","Cutting Failiture","3","11","","","","","3","","","","","",""
"Sabaragamuw","","","","","","","","","","","","","","","","",""
"a","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","325","1132","1","0","0","0","19","0","0","","0","0","0"
"","","","Kolonna","2021.05.13","11","45","","","","","11","","","","","",""
"","","","Godakawala","High Wind
2021.05.15","1","5","","","","","1","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","","",""
"","2",",uj;jpdGhp","Pelmadulla","2021.05.14","3","12","","","","","3","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","",""
"","","","Elapatha","2021.05.14","3","15","","","","","3","","","","","",""
"","","","","High Wind & Heavy","","","","","","","","","","","","",""
"","","","","Rain","","","","","","","","","","","","",""
"","","","Ayagama","2021.05.15","1","4","","","","","1","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","19","81","0","0","0","0","19","0","0","","0","0","0"
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","344","1213","1","0","0","0","38","0","0","","0","0","0"
"","","","Jayawardanapura","","","","","","","","","","","","","",""
"","","","","2021:05:13
Flood","42","175","","","","","","","","","1","7","35"
"","","","Kotte","","","","","","","","","","","","","",""
"","","","Seethawaka","","66","272","","","","","","","","","3","66","272"
"","","","","","72","310","","","","","1","","","","9","72","310"
"","","කකොළඹ nfhOk;G","Kaduwela","","","","","","","","","","","","","",""
"","3","","","","22","92","","","","","30","","","","","",""
"","","Colombo","","","","","","","","","","","","","","",""
"","","","Kolonnawa","2021.05.14","12","30","","","","","14","","","","1","12","30"
"","","","Moratuwa","","11","43","","","","","43","","","","","",""
"","","","Colombo","","40","200","","","","","","","","","1","40","200"
"","","","Maharagama","Tree fallan","3","9","","","","","3","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","268","1131","0","0","0","0","91","0","0","","15","197","847"
"","","කළුතර","","","","","","","","","","","","","","",""
"","4","fSj;Jiw","Bulathsinhala","Heavy Rain
2021.05.13","4","7","","","","","","","","","1","4","7"
"","","Kalutara","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","4","7","0","0","0","0","0","0","0","","1","4","7"
"","","","Kelaniya","2021.05.14","1892","8654","","","","","5","1","","","2","4","19"
"Western Nky;","","","","","","","","","","","","","","","","",""
"","","","Aththanagalla","2021.05.13","","","","","","","8","5","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"බස්ත්‍රනොහිර පලොත","","","Waththala","2021.05.14","2632","11326","","","","","22","","","","","",""
"","","","Mahara","2021.05.13","128","616","","","","","16","","","","","",""
"","","","Divulapitiya","2021.05.14","","","","","","","8","","","","","",""
"","","","Minuwangoda","2021.05.13","100","371","","","","","3","","","","2","8","38"
"","","ගම්පහ     fk;g`h","","","","","","","","","","","","","","",""
"","5","","Meerigama","Flood
2021.05.14","","","","","","","7","1","","","","",""
"","","Gampaha","","","","","","","","","","","","","","",""
