"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","1","2","1","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","1","2","1","0","0","0","0","0","0","0"
"","1719","5366","5","0","0","1","96","7","0","1"
"","","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","",""
"","","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","",""
"","","","ආපදා කළමනාකරණ මධයසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","",""
"","","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","",""
"","","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","",""
"","","","","……………………………………………………….","","","","","",""
"","","","","R.M.P.Rathnayaka","","","","","",""
"","","","Duty Officer","","","","","","",""
"","","","","For Director General","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","",""
