"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","1320","3602","0","0","0","0","0","0","0","0"
"","4043","11882","0","0","0","0","0","0","0","0"
"","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","",""
"","","","ආපදා කළමනාකරණ මධයස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","","……………………………………………………….","","","","","","",""
"","","","CDR DHK Herath","","","","","","",""
"","","","Duty Officer","","","","","","",""
"","","","For Director General","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","","",""
