"","2","fz;b","","","","","","","","","","","","","","","",""
"","","Kandy","Paathadumbara","High Wind","2020.05.03","2","12","","","","","2","","","","","",""
"මධයම පලාත","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","3","17","0","","0","0","0
3","","0","0","0","0","0"
"kj;jpa khfhzk;","","නුෙරඑලිය","","","","","","","","","","","","","","","",""
"","","","","","","5","26","","","","","5","","","","1","5","26 Venture Child Care Center"
"Central","3","Etnuypah","Ambagamuwa","","","","","","","","","","","","","","",""
"","","Nuwara Eliya","","Fire","2020.05.02","10","34","","","","","10","","","","1","10","34 Abowsli Community Hall"
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","15","60","0","","0","0","10
5","","0","0","2","15","60"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","","18","77","0","","0","0","10
8","","0","0","2","15","60"
"","","ගාල්ල","","","","","","","","","","","","","","","",""
"දකුනු පලාත","4","fhyp","Elpitiya","High Wind","2020.04.29","4","15","","","","","4","","","","","",""
"njd; khfhzk;","","Galle","","","","","","","","","","","","","","","",""
"Southern","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","4","15","0","","0","0","0
4","","0","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","","4","15","0","","0","0","0
4","","0","0","0","0","0"
"","","මුලතිව්","","","","","","","","","","","","","","","",""
"උතුරු පලාත","5","Ky;iyj;jPT","Welioya","High Wind","2020.04.29","23","62","","","","","23","","1","","","",""
"tl khfhzk","","Mulaitivu","","","","","","","","","","","","","","","",""
"Northen","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","23","62","0","","0","0","0
23","","1","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","","23","62","0","","0","0","0
23","","1","0","0","0","0"
"","","වපාවලාන්නරුෙ","Hingurakgoda","High Wind","2020.04.30","105","368","","","2","","1
104","","","","","",""
"උතුරුමැද පලාත","6","nghyd;dWit","","","","","","","","","","","","","","","",""
"tlkj;jpa","","","","High Wind /","","","","","","","","","","","","","",""
"","","Polonnaruwa","Thamankaduwa","","2020.04.30","10","35","1","","","","8","","1","","","",""
"khfhzk;","","","","Lightning","","","","","","","","","","","","","",""
"North Central","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","115","403","1","","2","0","1
112","","1","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","","115","403","1","","2","0","1
112","","1","0","0","0","0"
"","","","Thambalagamuwa","","","3","16","","","","","3","","","","","",""
"","","ත්‍රීකුණාමලය","","High Wind","2020.05.01","","","","","","","","","","","","",""
"","7","jp.kiy","","","","5","19","","","","","5","","","","","",""
"නැවගනහිර පලාත","","","","","","","","","","","","","","","","","",""
"","","Trincomalee","Kinniya","","","","","","","","","","","","","","",""
"fpof;F","","","","Lightning","2020.05.01","1","7","1","","","","1","","","","","",""
"Eastern","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","","9","42","1","","0","0","0
9","","0","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","","9","42","1","","0","0","0
9","","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","184","659","2","","2","0","12
170","","2","0","2","15","60"
