"පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","0","0","0","0","0","0","0","0","0","2","38","","126"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","6","23","0","0","0","0","6","0","0","2","38","","126"
"**Fengal සුළි කුණාටුෙ වහ්තුවෙන් සිදු වූ බලපෑම වම් ෙන විට පහෙ ව ාස් තිබීම වහ්තුවෙන් ඉහත            දිස්ික්කයන් 02 හැර","","","","","","","","","","","","",""
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","","",""
"අවනකුත් දිස්ික්කයන්ෙල දත්තයන් තත්ත්ෙ ොර්ථාවෙන් ඉෙත් කරන ඇත.","","","","","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","","",""
"","","","වෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","","",""
"","","","….....................................","","","","","","","","","Deputy Director",""
"","","","Wing Com E.R.Waduge","","","","","","","","","",""
"","","","Duty Officer","","","","","","","","","",""
"","","","For Director General","","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","","",""
