"","ලේකම් - වාරිමාර්ග හා ජලසම්පත් සහ ආපදා කළමනාකරණ අමාතයාංශය / செயலாளர் - நீர்ப்பாெனம் மற்றும் நீர்வள முகாமமத்துவம் மற்றும் அனர்த்த முகாமமத்துவ அமமச்சு / Secretary, Ministry of Irrigation and Water Resources & Disaster Management","","","","","","","","","","","","","","","","",""
"වාරිමාර්ග හා ජලසම්පත් සහ ආපදා කළමනාකරණ අමාතයාංශය ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ நீர்ப்பாென, நீர்வள முகாமமத்துவ அமமச்ெர் மற்றும் அனர்த்த முகாமமத்துவ அமமச்சின் செயலாளர் / Private Secretary to the Hon. Minister of Irrigation and Water Resources & Disaster Management","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","නිවාස හානි","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","ලවනත් හානි வவ​று Other","","","ආරක්ෂිත ස්ථාන ghJfhg;ghd","",""
"","","","","","","","","","","අතුරුදහ","","","","","","","",""
"","","","Administrative purvie","","","ghjpf;fg;gl;l Affected","","","","","tPLfs; Houses","","Damages","","","miktplk; Safe Location","",""
"","","","","","","","","","තුවාලවු","න්වූ","","","","","","","",""
"","","","","","","","","","","","Damaged","","","","","","",""
"","","","","","","","","","පුද්ගලයි","පුද්ගලයි","","","","","","","",""
"","","","","","ආරම්භක දිනය","","","","","","","","","","","","",""
"","","","","","","","","මිය යෑම්","න්","න්","","","","","","","",""
"පළාත","","","","ආපදාව","mdu;j;jk;","","","","","","","","","","ආරක්ෂිත","","",""
"","","","","","","","","kuzq;f","","","","","කුඩා හා මධය","ඉතා වැදගත්","","","","ලවනත් කරුණු NtW"
"","","","","","","","","","fhaki","fhzh","","","","","","","",""
"khfhzk;","#","","","mdHj;jk;","Muk;gpj;j jpfjp","","","","","","","","","","","","",""
"","","","","","","","","s;","le;NjhH","ky;Ngh","","අර්ධ","පරිමාණ වයාපාරික","යටිතල පහසුකම්","ස්ථාන","","",""
"","","","","","","පවුේ","","","","","","","","","","පවුේ","","Fwpg;Gf;fs; Remarks"
"Province","","","","Disaster","Date of","","","","","","පූර්ණ","","","","","","",""
"","","","","","","","","Deaths","","NdhH","","හානි","ස්ථාන  rpW","වලට වූ හානි","සංඛ්‍යාව","","",""
"","","දිස්ත්‍රික්කය","","","","සංඛ්‍යාව","පුද්ගලයින්","","","","","","","","","සංඛ්‍යාව","පුද්ගලයින්",""
"","","","ප්‍රා.ලේ. ලකො       gpuNjr","","commenced","","","","","","හානි","gFjpa","kw;Wk; kj;jpa","mbg;gilf;","vz;zpf;","","",""
"","","khtl;lk ;","","","","","","","Injured","Missin","","","","","","","egHfs;",""
"","","","","","","FLk;gq;f","egHfs;","","","","","","","","","FLk;gq;","",""
"","","","nra.gp    DS Division","","","","","","","","KOik","sT","Kaw;rpfs;","fl;likg;Gf;fs;","if","","",""
"","","District","","","","s;","People","","People","g","","","","","","fs;","Persons",""
"","","","","","","","","","","","","Partiall","Small, Medium,","Damages to","Safety","","",""
"","","","","","","","","","","People","Fully","","","","","","",""
"","","","","","","Families","","","","","","","Enterprises","","","Families","",""
"","","","","","","","","","","","","y","","critical","Location","","",""
"","","","","","","","","","","","","","Damages","Infastructure","","","",""
"","","","","","","","","","","","","","","","s","","",""
"","","","Delft","","2018.03.05","1031","3071","","","","","","","","","","",""
