"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","1322","3610","1","0","0","0","1","0","0","0"
"","4264","12726","1","1","0","9","172","1","0","1"
"","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","",""
"","","","ආපදා කළමනාකරණ මධයස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","","්වබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","","……………………………………………………….","","","","","","",""
"","","","J.M.A.R.Jayarathna","","","","","","",""
"","","","Deputy Derector/Duty Officer","","","","","","",""
"","","","For Director General","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","","",""
