"","Weather Forecast for Main Cities","","","","8-Jan-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","24","95","70","Showers or thundershowers after 2.00p.m"
"Batticaloa","31","25","95","80","Showers or thundershowers at times"
"Colombo","30","25","95","70","Showers or thundershowers after 2.00p.m"
"Galle","30","25","95","80","Showers or thundershowers after 2.00p.m"
"Jaffna","31","24","95","80","Several spells of showers"
"Kandy","29","21","95","70","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","21","14","95","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","31","23","95","70","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","24","95","80","Showers or thundershowers at times"
"Mannar","31","25","95","75","Showers or thundershowers after 2.00p.m"
