"1","4","","","","","1","","","","",""
"8","25","0","0","0","0","8","0","0","0","0","0"
"49","189","0","0","0","1","33","2","0","0","0","0"
"70957","235906","4","6","1","20","943","21","29","90","2609","8553"
"","","රාජකාරි භාර ිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","ගවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","……………………………………………………….","","","","","","","","",""
"","","J.M.A.R.Jayarathne","","","","","","","","",""
"","","Deputy Director (EOC)c.d","","","","","","","","",""
"","","For Director General","","","","","","","","",""
