"","","","Puttalama","","2024.11.08","651","1845","","","","","2","","","","1","1","2",""
"","","පුත්තලම","","","","","","","","","","","","","","","","",""
"","","","Arachchikattuwa","","2024.11.08","67","214","","","","","","","","","","","",""
"","1","Gj;jsk;","","Flood","","","","","","","","","","","","","","",""
"ෙයඹ පලාත","","","","","","","","","","","","","","","","","","",""
"","","Puttalam","Nattandiya","","2024.11.08","157","567","","","","","2","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","","","","","","","",""
"North Western","","","Mahawewa","","2024.11.08","56","211","","","","","","","","","","","",""
"","","","Madampe","","2024.11.08","195","524","","","","","","","","","","","",""
"","","","Chilaw","","2024.11.08","471","1908","","","","","","","","","","","",""
"","","","Wanatavilluwa","","2024.11.09","114","501","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","2635","9037","0","0","0","0","4","0","","0","1","1","2",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","2635","9037","0","0","0","0","4","0","","0","1","1","2",""
"","","","Godakawela","Missing","2024.11.12","","","1","","","","","","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","","","","",""
"","","","","Tree Fallen","2024.11.12","6","26","","","","","6","","","","","","",""
"","2",",uj;jpdGhp","","","","","","","","","","","","","","","","",""
"","","","Rathnapura","High Wind","2024.11.12","1","5","","","","","1","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","","","",""
"","","","","Lightning","2024.11.12","1","4","","","","","1","","","","","","",""
"සබරගමුෙ පලාත","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","8","35","1","0","0","0","8","0","","0","0","0","0",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","8","35","1","0","0","0","8","0","","0","0","0","0",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","",""
"","","කෑගල්ල","","","","","","","","","","","","","","","","",""
"","3","Nffhiy","Rambukkana","Lightning","2024.11.08/11","2","4","","","","","2","","","","","","",""
"","","Kegalle","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","2","4","0","0","0","0","2","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","2","4","0","0","0","0","2","0","","0","0","0","0",""
"","","","Point Pedro","","2024.11.07","1","4","","","","","1","","","","","","",""
"","","","","High Wind & Rain","","","","","","","","","","","","","","",""
"","","යාපනය","Karaveddy","","2024.11.08","1","5","","","","","1","","","","","","",""
"","4","","","","","","","","","","","","","","","","","",""
"උතුරු පලාත","","aho;g;ghzk; Jaffna","","","","","","","","","","","","","","","","",""
"","","","Velanai","","2024.11.09","1","4","","","","","1","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","","","","","",""
"","","","Kopay","Lightning","2024.11.08","","","","","","","","","","1","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","3","13","0","0","0","0","3","0","","1","0","0","0",""
