"1","4","","","","","1","","","","",""
"8","25","0","0","0","0","8","0","0","0","0","0"
"49","189","0","0","0","1","33","2","0","0","0","0"
"44387","151326","6","8","3","29","1169","17","31","64","2180","7258"
"","","රාජකාරි භාර ිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","","","",""
"","","හදිසි ඇ තුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","මවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","……………………………………………………….","","","","","","","","",""
"","","H.D.G. Priyantha","","","","","","","","",""
"","","Assistant Director (EOC)","","","","","","","","",""
"","","For Director General","","","","","","","","",""
