"","","","","திகதி :","2024-09-24"
"","முன் னறிவித்தை்","","","",""
"","","வவப்பநிலை (0C)","சாரீரப்பதன்  (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"அனுராதபுரம்","36","26","90","50","பிரதானமாக சீரான வானிலை"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மலை அை்ைது இடியுடன்  கூடிய"
"மட்டக்களப்பு","36","25","80","45",""
"","","","","","மலை பபய் யும் சாத்தியம்"
"வகாழும் பு","31","27","80","70","அவ் வப்பபாது மலை பபய் யும்"
"காலி","30","27","90","70","அவ் வப்பபாது மலை பபய் யும்"
"யாழ் ப்பாணம்","35","28","80","45","பிரதானமாக சீரான வானிலை"
"கண் டி","28","24","85","60","அடிக்கடி மலை பபய் யும்"
"நுவவரலியா","19","14","90","70","அவ் வப்பபாது மலை பபய் யும்"
"இரத்தினபுரி","31","25","90","70","அவ் வப்பபாது மலை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மலை அை்ைது இடியுடன்  கூடிய"
"திருககாணமலை","37","27","80","45",""
"","","","","","மலை பபய் யும் சாத்தியம்"
"மன் னார்","33","28","80","65","பிரதானமாக சீரான வானிலை"
